年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2016/7/24,26.8,14.9,21.4,0,10.4
2016/7/25,28.6,19.7,23.7,0,9.7
2016/7/26,28,20.6,23.7,0,8.8
2016/7/27,23.4,21,22.1,1,0
2016/7/28,25.6,21.8,23.5,11,0
2016/7/29,30.7,22.6,26,0,8.6
2016/7/30,31,21.7,25.7,0,7.3
2016/7/31,30.9,22.7,26.1,0,3.9
2016/8/1,31.4,21.1,26,2,8.6
2016/8/2,32.2,22.4,24.5,4.5,3.3
2016/8/3,29.4,22.4,25,0,4.2
2016/8/4,30.4,21.3,25.4,0,10.7
2016/8/5,30.9,18.5,25,0,10.9
2016/8/6,32.5,20,26.3,0,11.4
2016/8/7,33.1,21.1,27.2,0,12.9
2016/8/8,33.1,22.5,26.5,8.5,9.8
2016/8/9,29.7,21.6,24.8,1.5,3.6
2016/8/10,27.8,17.6,22.4,0,7
2016/8/11,30.1,15.2,22.4,0,10.9
2016/8/12,30.6,15.7,23,0,9.7
2016/8/13,30.1,16.5,23.3,0,12.8
2016/8/14,28.6,16,22.4,0,11.5
2016/8/15,27.5,17.5,22.6,2.5,7.8
2016/8/16,29.8,21.5,24.5,1,1.5
2016/8/17,24.5,21.3,22.5,75,0.5
2016/8/18,29,20.4,24.4,4,3.6
2016/8/19,31.3,23.5,26.5,2,7.6
2016/8/20,30.4,21.8,25.4,6,3.8
2016/8/21,30.4,22.5,26.2,0,3.7
2016/8/22,30.4,22.3,25.7,42.5,0.9
2016/8/23,29.9,20.3,24.8,31.5,9
2016/8/24,30.4,18.2,24.6,0,12.3
2016/8/25,28.4,22.2,24.3,0,0.8
2016/8/26,25.5,17.3,22.6,32.5,0.1
2016/8/27,23.1,16.7,19.1,3,2.3
2016/8/28,25,17.1,20.6,0,3.4
2016/8/29,30.4,17.5,24.3,0,6
2016/8/30,29.7,21,24.7,8.5,5.4
2016/8/31,28.4,19.2,23.3,0.5,8.9
2016/9/1,32,17.5,24.5,0,10.7
2016/9/2,30.1,19.8,24.6,0,8.2
2016/9/3,29.1,19.2,24.1,0,10.5
2016/9/4,29.5,21.3,25.3,0,6.8
2016/9/5,29.7,23.6,25.7,0,4.1
2016/9/6,28,20.2,24.2,9,0.8
2016/9/7,25.9,18.7,21.2,0,1.1
2016/9/8,26.2,17.6,20.5,33.5,2.5
2016/9/9,26.4,17.6,21.2,10,3.9
2016/9/10,27.4,17.5,21.9,0,6.9
2016/9/11,26.7,16,20.6,0,8.7
2016/9/12,21.5,17.8,19.3,0,0
2016/9/13,20.8,17.5,18.6,15,0
2016/9/14,24.4,17.7,20.1,0,1
2016/9/15,27.8,17.7,21.4,0,9.8
2016/9/16,25.1,18.1,21.2,0,1.7
2016/9/17,25.4,18.1,20.7,1,3.5
2016/9/18,22.6,16.7,19,0,0.2
2016/9/19,22.6,16.1,18.4,0,1
2016/9/20,19.5,13,15.9,0,0
2016/9/21,24.7,8.4,16.4,0,10.9
2016/9/22,19.9,11.3,16.1,6,0.1
2016/9/23,22.7,15.7,18.6,10,0.2
2016/9/24,25.5,16.2,19.8,0,5.9
2016/9/25,26.5,17.6,21.5,0,4.8
2016/9/26,27.2,17.9,21.4,0,4.1
2016/9/27,23.1,19.5,20.8,13.5,0.1
2016/9/28,24.4,19.5,21.7,16,0.3
2016/9/29,20.1,11.9,17.3,3,1.7
2016/9/30,20.3,7.8,14.2,0,5.1
2016/10/1,23.8,10.8,16.6,0,7.6
2016/10/2,25.4,11.5,16.8,0,7.3
2016/10/3,21.5,10.9,16.7,29.5,0.1
2016/10/4,24.1,7.8,17.9,0,9.5
2016/10/5,17.7,5.7,13,25,4
2016/10/6,22.1,11.7,16.5,6.5,5.7
2016/10/7,18.5,7.7,12.7,0,10.5
2016/10/8,17.5,9.3,12.6,42,0
2016/10/9,20.5,7.1,14,1.5,2.7
2016/10/10,17.1,6.4,11.1,0,6
2016/10/11,16.6,3.6,10.4,0,9.7
2016/10/12,14.1,4.6,9.5,0.5,2.5
2016/10/13,16.3,3.4,8.6,0,6.2
2016/10/14,17.7,4.3,10.1,0,5
2016/10/15,19.7,2.4,10.5,0,9.3
2016/10/16,20.7,5.1,11.7,0,6.4
2016/10/17,19,11.4,15.6,1.5,0.4
2016/10/18,24,7.3,16.6,0,7.7
2016/10/19,20.7,3.6,12.4,0,10
2016/10/20,20.5,7.7,12.5,0,7.6
2016/10/21,14.1,0.7,8,0,8.6
2016/10/22,13.4,-1.1,6.8,0,5.5
2016/10/23,15,0.3,8.9,0,8.1
2016/10/24,14.2,0.1,8.2,0,6.5
2016/10/25,14.1,0.5,9.3,22.5,4.9
2016/10/26,21.3,9,14.7,0.5,8.3
2016/10/27,13.7,6.2,9.4,0,6.3
2016/10/28,11.7,2.7,8.4,3,2.2
2016/10/29,11.4,1.2,6.3,0,5.1
2016/10/30,12.3,0.7,5.2,0,5.5
2016/10/31,8.8,-1.8,4.9,4.5,1.2
2016/11/1,7.7,0.8,4,13,0
2016/11/2,8.2,-1.5,2.6,0,3.4
2016/11/3,11.5,-1.2,5.1,1.5,3.5
2016/11/4,10.6,3.6,6.6,0,4.4
2016/11/5,15,4.7,10,3,0
2016/11/6,12.9,0.7,6,0,8.5
2016/11/7,9.8,-1.6,4,0,9.1
2016/11/8,7.7,2,5.6,10,0
2016/11/9,6.3,-1.5,1.9,3,2.5
2016/11/10,5.6,-1.1,2,0,3.4
2016/11/11,7,-2.3,2.4,8,0
2016/11/12,14.5,0.5,7.6,0.5,2.9
2016/11/13,13.2,-0.4,5.5,0.5,4.2
2016/11/14,13.9,-2.1,6.8,0,7.2
2016/11/15,14,5.2,10.1,3.5,1
2016/11/16,8.9,1.1,5.1,0,6.8
2016/11/17,8.7,-0.1,3.9,0,4
2016/11/18,11.4,-3.9,3.9,0,8.8
2016/11/19,5.4,-0.9,2.7,2.5,0
2016/11/20,15.8,3.3,8.3,0,0.6
2016/11/21,10,-1.7,5,0,7.4
2016/11/22,14.9,1.8,7.4,0.5,3.2
2016/11/23,3.6,-2.1,0.6,0,4.7
2016/11/24,2.7,-4,-1.4,0,6.4
2016/11/25,3.2,-3.6,-0.5,0,1.1
2016/11/26,5.9,-6.2,0.4,0,7.2
2016/11/27,7.8,2,5.1,2.5,0.8
2016/11/28,7.2,2.3,3.7,0,0.7
2016/11/29,4,-1.5,1.2,0,0.2
2016/11/30,4.2,-2.1,0.9,0,3.1
2016/12/1,8.7,2,5.4,8.5,0
2016/12/2,6.9,0.5,3.3,1,4
2016/12/3,9.9,-2.7,4,0,8.6
2016/12/4,13.4,-3.7,4.1,0,3.3
2016/12/5,11,0.9,6.5,0,0.8
2016/12/6,9.9,-2.4,3,14.5,2.4
2016/12/7,2.9,-2.5,-0.7,0,4.1
2016/12/8,4.5,-5.9,-0.6,2,6.2
2016/12/9,6.3,-1.8,1.6,1,4
2016/12/10,2.7,-3.8,-0.2,0,5.6
2016/12/11,2.8,-6.4,-2.7,0,4.7
2016/12/12,4.6,-3.9,-0.4,0,7.4
2016/12/13,5.5,-1.3,1.5,0,0.8
2016/12/14,3.7,-1.1,1.4,0,0.4
2016/12/15,0.4,-4.3,-1.2,1.5,1.3
2016/12/16,-1.3,-6.7,-3.6,0.5,0.9
2016/12/17,1.8,-4.3,-1,0,0.8
2016/12/18,9.9,0.6,6.7,0,4.5
2016/12/19,10.6,-1.4,5.6,0,8.4
2016/12/20,7.2,-3.2,1.4,0,0.9
2016/12/21,10.6,-5,0.9,0,4.7
2016/12/22,8.4,-2.4,3.4,16.5,0
2016/12/23,12.1,2,6.8,1.5,0
2016/12/24,2.6,-1.7,0.2,1,1.4
2016/12/25,3.7,-4.3,-0.6,0,2.6
2016/12/26,5.7,-6.3,0.3,0,7
2016/12/27,2.6,-0.8,0.8,9.5,0
2016/12/28,0.3,-6.7,-3,0.5,7.4
2016/12/29,1.6,-5.5,-0.9,2,0.4
2016/12/30,0.5,-3.4,-1.4,0,1.5
2016/12/31,5.7,-7.5,0.3,0,6.4
2017/1/1,3.9,-9.4,-1.7,0,2.2
2017/1/2,7.2,-1.2,3.1,2.5,2
2017/1/3,4.5,-2,0.8,0,3.1
2017/1/4,2.6,-2.3,-0.2,0,2.8
2017/1/5,3.6,-4.6,-1,1,6
2017/1/6,2.4,-8.7,-2.8,0,6.5
2017/1/7,6.2,-3.8,1.5,0,4.3
2017/1/8,5.5,-3.4,1,0,7.9
2017/1/9,3.8,-0.2,1.5,4,0.2
2017/1/10,3.6,-4.1,0.1,1.5,5.1
2017/1/11,-2.7,-7.3,-4.8,0,4.2
2017/1/12,-1.7,-5.5,-4,0,2.5
2017/1/13,-2.3,-6.5,-4.1,0,0
2017/1/14,-4.9,-15.6,-9.6,2,0
2017/1/15,-1.1,-16.2,-7.7,0,4.9
2017/1/16,0.4,-10.4,-4.3,7,0.4
2017/1/17,1.6,-8,-2.5,0.5,4.6
2017/1/18,2.6,-7.5,-2.3,1.5,4.1
2017/1/19,3.2,-7.4,-1.3,2,2
2017/1/20,1.5,-11.1,-3.5,0,3.9
2017/1/21,1.2,-8.5,-2.3,0,1.2
2017/1/22,-0.1,-10.9,-4.1,0.5,0.1
2017/1/23,0.2,-10.7,-4.2,1.5,1.3
2017/1/24,-2.5,-10.1,-6.1,1,1.9
2017/1/25,0.4,-11.1,-4.7,0,2.6
2017/1/26,4.6,-7.7,-0.3,0,6.3
2017/1/27,4.3,-2.8,0.6,2,0.7
2017/1/28,2.4,-4.6,-0.9,0,3.5
2017/1/29,3.5,-9.4,-1,0,4
2017/1/30,1.9,-3.6,-0.6,9,0
2017/1/31,0,-8.3,-2.9,0,1.3
2017/2/1,0.6,-7.3,-1.9,2,1.1
2017/2/2,-4.1,-7.9,-6,1.5,0.7
2017/2/3,1.6,-8.6,-2.4,0,3.5
2017/2/4,4.4,-1.5,2,0,1.9
2017/2/5,4.5,-9.4,-1.3,0,1
2017/2/6,2.9,-0.7,0.9,5.5,0.1
2017/2/7,1.8,-4.3,-1.3,1,2.2
2017/2/8,3.1,-7.6,-2.8,0,6.1
2017/2/9,1.9,-8,-3,0,1.1
2017/2/10,1.4,-3.6,-0.8,4,0
2017/2/11,1.1,-5.3,-1.9,0,4.8
2017/2/12,5.2,-8.1,-1.4,0,0.9
2017/2/13,3.7,-1.3,1.3,0,1.6
2017/2/14,4.5,-4.5,0.1,0,2.2
2017/2/15,4.7,-4.7,-0.1,0,2.9
2017/2/16,8.5,-7.7,1.9,0,0.7
2017/2/17,9.6,0,5.5,13.5,0.1
2017/2/18,1.2,-4.1,-1.7,0,9.5
2017/2/19,-0.4,-6.9,-2.8,0,2.5
2017/2/20,1.7,-3.5,-1.4,13,0
2017/2/21,-0.2,-8.3,-3.1,0.5,5.7
2017/2/22,1.7,-13.4,-3.6,0,3.6
2017/2/23,4.1,-0.9,1.2,4.5,0
2017/2/24,1.9,-2.1,-0.4,0.5,6.5
2017/2/25,3.6,-7,-0.1,0,5.5
2017/2/26,2.9,-1.7,0.6,0.5,3.8
2017/2/27,1.8,-9.2,-2.6,0,9.1
2017/2/28,4,-12.6,-4.6,0,10.2
2017/3/1,5.8,-10.2,-1.6,0,9
2017/3/2,6.2,-2,2.4,0,0.3
2017/3/3,6.2,-1.1,1.8,0,5.2
2017/3/4,4.6,-2.3,0.6,1,1.8
2017/3/5,5.3,-5.6,0.7,0,10.1
2017/3/6,6.3,-1.4,2,2,0.7
2017/3/7,1.9,-3.9,-1,0.5,4
2017/3/8,1.1,-5.8,-1.8,0.5,1.3
2017/3/9,2.3,-2,0.2,1,1.9
2017/3/10,3.9,-3.3,0.3,0,3.8
2017/3/11,5.9,-7.6,-0.6,0,6.8
2017/3/12,5.4,-4,0.9,0,4.1
2017/3/13,5.1,-4.2,1.4,0,2.9
2017/3/14,4,0.3,2.4,6.5,0
2017/3/15,2.2,-4.9,-0.3,1,0.7
2017/3/16,8.4,-7.6,0.1,0,7.9
2017/3/17,8.4,-4.8,1.2,0,6.3
2017/3/18,8.1,-2.9,1.5,0,4.4
2017/3/19,10.7,-5.7,2.4,0,9.5
2017/3/20,12,-2.7,4.1,0,10.9
2017/3/21,6.9,-1.6,1.7,8,0
2017/3/22,9.5,0.5,3.9,0.5,4.3
2017/3/23,7.1,-0.8,1.8,1,5
2017/3/24,6.9,-2,1.4,0,5.6
2017/3/25,7.1,-2.5,1.9,0,1.2
2017/3/26,9.2,-5,2.7,0,6.5
2017/3/27,6.4,0.9,3.4,1,0
2017/3/28,8,-3.4,1.5,0,5.2
2017/3/29,6.7,-2.2,2.9,2,4.5
2017/3/30,12.1,2.2,5.9,1.5,4.6
2017/3/31,7.1,1.3,4.1,1,0.3
2017/4/1,7.4,0.6,3.5,0.5,0.9
2017/4/2,9.9,-0.3,3.4,0.5,3.8
2017/4/3,11.2,-3.6,4.5,1,6.4
2017/4/4,15.3,-1.8,6.2,0,10.5
2017/4/5,18.1,-1.8,8.8,0,11.2
2017/4/6,21.6,7,13.9,0,5.3
2017/4/7,17,4.8,12.2,5.5,2.4
2017/4/8,14.3,3.6,9.5,0,1.2
2017/4/9,13.4,1.9,8.2,0,3.7
2017/4/10,13.9,-3.2,5.4,0,11.3
2017/4/11,12.7,-1.2,6.6,18.5,2.6
2017/4/12,11.9,1,6,2,4.6
2017/4/13,7.7,-0.6,4.1,0.5,9
2017/4/14,17.4,4.1,11.3,0,8.8
2017/4/15,13.5,8.4,11.1,2.5,0.5
2017/4/16,19.8,8.3,14.3,0,9.5
2017/4/17,18.5,1.6,10.5,3.5,6.8
2017/4/18,16.9,5.8,10,23.5,0.6
2017/4/19,14.4,4.9,8.5,6,2.6
2017/4/20,13.1,4.2,8,0,7.5
2017/4/21,15.6,2.9,9.6,0,7.8
2017/4/22,13.8,4.5,8.4,0.5,8.5
2017/4/23,14.4,1.9,7.8,0,4.1
2017/4/24,18.5,-1.2,9.3,0,12.8
2017/4/25,20.3,8.2,13.4,0,8.5
2017/4/26,12.3,8,10.5,22,0
2017/4/27,14,4.7,8.7,1,4
2017/4/28,15.2,7.3,10.5,0,4.9
2017/4/29,15.1,3.9,9.9,0,1.7
2017/4/30,22.2,1.7,12.5,0,7.5
2017/5/1,18.4,4.9,13,0,5.3
2017/5/2,20.5,3.2,12,0,10.8
2017/5/3,26,0.6,13.1,0,13.2
2017/5/4,28.5,1.9,16.1,0,13.4
2017/5/5,26.4,9.1,18.2,0,9.4
2017/5/6,17.6,11.3,15.4,3.5,0.2
2017/5/7,17.9,6,13,0,9.3
2017/5/8,19.7,5.6,13.3,0,4.4
2017/5/9,20.7,1,12.4,0,10.9
2017/5/10,16.8,10.2,13.9,4.5,0.6
2017/5/11,17.8,11.2,14.2,0,0.8
2017/5/12,20.9,10.2,15.8,0,7.2
2017/5/13,14.1,11.3,12.9,6.5,0
2017/5/14,16,10.8,13.3,0.5,0.1
2017/5/15,15.8,10.9,12.9,14.5,2.3
2017/5/16,15.8,10.2,13,0.5,4.5
2017/5/17,21.1,6.4,14.1,0,11.6
2017/5/18,24.3,6.8,15.4,0,12.9
2017/5/19,26,6.8,17,0,13.8
2017/5/20,28.1,8.7,19.5,0,13.1
2017/5/21,30.1,10.6,21.5,0,13.3
2017/5/22,30,13.2,21.5,0,11.3
2017/5/23,27.7,12.1,20.4,0,8.8
2017/5/24,21.5,15.7,18.5,2.5,0.6
2017/5/25,19.7,13.3,16.3,3,0
2017/5/26,18.7,12.5,15.1,1,0
2017/5/27,21,11.6,15.3,13.5,2.9
2017/5/28,19.5,12.5,16,0,6.1
2017/5/29,26,12.4,19.4,0,13.6
2017/5/30,25.6,14.5,20.6,0,4.8
2017/5/31,28.3,18.2,22.4,0.5,5.2
2017/6/1,20.2,15.6,17.6,9,0
2017/6/2,17,12.9,15.1,29,0
2017/6/3,17,11.5,14,0,0.6
2017/6/4,15.9,10.5,12.8,0,0.3
2017/6/5,15,9.2,12.5,1,0.2
2017/6/6,23.6,8.1,15.6,0,13.1
2017/6/7,21.5,12.1,16.9,0,1.5
2017/6/8,19.5,14,16.4,13.5,0.1
2017/6/9,25.5,14.3,19.9,0,12.8
2017/6/10,19.7,12.5,15.5,9,4.7
2017/6/11,21.2,9.5,15,0,5.5
2017/6/12,19.3,8.9,13.6,12.5,2.8
2017/6/13,21.7,8.9,15.1,0,9
2017/6/14,23.5,8.7,17.1,0,8.2
2017/6/15,22.3,15.6,18.1,0,1.1
2017/6/16,21.2,14.6,16.8,19,1.4
2017/6/17,23.6,12.7,18.3,0,8.4
2017/6/18,22.1,14.5,18.6,0,10.4
2017/6/19,24.8,13.3,18.2,0,6.6
2017/6/20,29,10.3,20.3,0,13.7
2017/6/21,21,14,17.2,20.5,0.6
2017/6/22,24,16.7,19.1,0,2.8
2017/6/23,25.2,15.4,20.1,0,6.3
2017/6/24,28.6,13.3,21.3,0,12.4
2017/6/25,24.2,18,21.2,1.5,0.7
2017/6/26,23,11.9,18.5,0,5.3
2017/6/27,24.2,9.3,17.9,0,13.1
2017/6/28,27.2,14.9,21.1,0,7.8
2017/6/29,28.9,14.1,21.1,0,12.5
2017/6/30,30.5,14.7,23.5,0,11.3
2017/7/1,26.7,21.3,23.3,0,4.2
2017/7/2,27.8,19,23.5,0,7.2
2017/7/3,23.4,21.6,22.4,41,0
2017/7/4,24.7,20.3,22.5,0,0.6
2017/7/5,26.2,19,22.3,15,2.9
2017/7/6,28.1,16.8,22.3,0,10.5
2017/7/7,30.7,16.9,24,0,13.4
2017/7/8,32,18.5,24.7,0,12.3
2017/7/9,33,15.9,25.2,0,12.2
2017/7/10,33.6,20.1,26.9,0,13.1
2017/7/11,34.2,21.5,27.3,0,8.8
2017/7/12,29.4,21.6,25.9,2.5,6
2017/7/13,30.6,19.7,25,0,4.1
2017/7/14,32.5,21.7,26.6,0,12.8
2017/7/15,33,19.4,26.6,0,10.1
2017/7/16,25.4,21.4,23.2,71,0
2017/7/17,31.2,19.5,24.6,0,8.5
2017/7/18,28.7,18.4,22,20,4.9
2017/7/19,28.4,18.5,23,0,6
2017/7/20,29.3,19.9,24.1,0,7.6
2017/7/21,32,22.1,26.7,0,10.8
2017/7/22,26.5,23.3,24.5,14.5,0.4
2017/7/23,23.5,19.3,21,128.5,0
2017/7/24,25.9,20,22.6,0.5,1.4
2017/7/25,25.2,17.5,22.3,0.5,0
2017/7/26,29.5,14.2,21.9,0,10.6
2017/7/27,27.5,15.4,22.1,0,10.2
2017/7/28,22.4,17.9,20.7,7,0
2017/7/29,26.3,19.9,22.8,8.5,3.3
2017/7/30,28.7,21.3,24.3,1,1.4
2017/7/31,29.6,20.1,23.4,7.5,2.5
2017/8/1,27.1,18.3,22.4,0,8.5
2017/8/2,29.7,14.9,22.5,0,12.8
2017/8/3,26.5,18,22,0,9.3
2017/8/4,25.6,19.4,22.1,0,6.3
2017/8/5,29.2,20.8,24.4,0,7
2017/8/6,31.2,21.8,26.5,0,8.8
2017/8/7,30,23.6,26.2,0,8.3
2017/8/8,28.8,19.2,23.6,7.5,2.1
2017/8/9,21.6,18.5,19.6,1.5,0
2017/8/10,23.6,17.5,19.5,3.5,0
2017/8/11,25.5,17.6,20.6,0.5,0.3
2017/8/12,24.2,19,20.7,3.5,0.1
2017/8/13,27,18.6,21.9,8,3.4
2017/8/14,26.7,19.7,21.9,7.5,3.2
2017/8/15,25.8,18,20.6,17.5,0.6
2017/8/16,24,16.9,20.2,0.5,1.1
2017/8/17,23.5,18.7,21,2,0
2017/8/18,26,19.7,21.9,4,1.2
2017/8/19,23.3,18.9,20.3,3,0
2017/8/20,26.2,19.4,22.2,0.5,3.6
2017/8/21,24.2,19.5,21.7,0,0
2017/8/22,24.3,21.8,23,28.5,0
2017/8/23,28.8,21,24.7,0.5,3.8
2017/8/24,27.8,19.4,23.5,47,3.4
2017/8/25,30.2,19,25.4,41.5,9.7
2017/8/26,27.1,14.5,20.2,3,8.2
2017/8/27,27.5,13.5,19.7,0,10.3
2017/8/28,24,13.1,19.5,0,0.1
2017/8/29,25,19.2,21.7,10,0.5
2017/8/30,24.6,17.4,20.2,0.5,4
2017/8/31,18.6,14.2,16.4,1.5,0.3
2017/9/1,25,11.7,18.5,0,11.7
2017/9/2,19.9,14.7,16.8,0,0.7
2017/9/3,24.8,12.6,18.4,0,9.2
2017/9/4,25.5,11.4,17.6,0,7.5
2017/9/5,26.3,10.4,18.8,0,10.5
2017/9/6,25.1,17.9,20.5,0,2.4
2017/9/7,23.7,17.4,19.8,22,0
2017/9/8,27.5,13.9,20.9,0,9.7
2017/9/9,27.3,12.6,19.8,0,9
2017/9/10,25.3,13.5,18.6,4.5,5.8
2017/9/11,22.7,11.4,17.5,10.5,0.6
2017/9/12,24.3,16.9,20.3,59.5,1.1
2017/9/13,27,16.5,20.1,0,4.1
2017/9/14,23.7,13.5,17.9,0.5,9.2
2017/9/15,22.9,12,16.6,0,3.7
2017/9/16,21.2,10.1,16,0,6.6
2017/9/17,21.8,11,16.3,2.5,1.1
2017/9/18,24.7,15.8,20,15,4.1
2017/9/19,24.4,15.2,19.6,3.5,7.4
2017/9/20,24,14.8,17.7,20.5,0.1
2017/9/21,24.6,10.3,17.8,0,10
2017/9/22,23.4,7.9,16.2,0,10
2017/9/23,22.8,15.7,18.3,0,3.2
2017/9/24,25.5,11.5,17.7,0,10.3
2017/9/25,24.9,12.3,16.9,0,6.9
2017/9/26,25.2,10.3,16.8,0,9
2017/9/27,22.4,10.5,17.3,0,2.8
2017/9/28,17.6,6.6,13.5,28,0
2017/9/29,16.5,4,9.9,0,2.6
2017/9/30,15.3,7.8,11.1,1.5,1.5
2017/10/1,21.3,7.8,14.1,0,5.3
2017/10/2,18.9,14.6,16.9,0,0.4
2017/10/3,17.5,8.9,14.4,4,0.3
2017/10/4,15.2,6.5,9.8,0,3.3
2017/10/5,17.5,4.4,9.8,0,9.3
2017/10/6,16.5,3.7,11.9,0,0
2017/10/7,17.5,13.5,15.7,8.5,0
2017/10/8,25,11.6,17.2,0,8.9
2017/10/9,21.4,12.3,17.1,0,1.6
2017/10/10,18.6,12.2,15.6,4,0.2
2017/10/11,13.3,11,12,37.5,0
2017/10/12,20.4,10.7,15.5,0.5,5.4
2017/10/13,16.6,6.5,11.1,3,4.9
2017/10/14,16.4,6.8,11.3,0,1.5
2017/10/15,15.4,4.2,9.7,0,2.2
2017/10/16,14.5,2.8,8,0,2.9
2017/10/17,18.4,2.4,10.3,0,7.1
2017/10/18,12.4,1.9,7.8,0,2.9
2017/10/19,12.3,1.2,6.5,0,1.1
2017/10/20,15.4,6,10.9,6.5,0
2017/10/21,17.9,10.7,13.8,8.5,0.9
2017/10/22,15.6,11.2,13.8,52,0
2017/10/23,12.1,6.9,9.2,53,0
2017/10/24,15.9,1.6,7.8,0,7.8
2017/10/25,13.9,3.7,7.8,0,1.4
2017/10/26,18.2,0.7,8.7,0,6.9
2017/10/27,18.8,4.6,10.5,0,5.4
2017/10/28,17.1,3.2,11.2,0,5
2017/10/29,12.7,11.2,12.2,24,0
2017/10/30,13.5,5,8.4,2.5,0.3
2017/10/31,12.7,5.9,9.4,0,1.6
2017/11/1,15.3,5.9,10.8,0,4.8
2017/11/2,16.6,9,12.7,0,0.8
2017/11/3,19.7,9.8,13.8,0,6.3
2017/11/4,12.5,4.5,9.3,1.5,1.4
2017/11/5,12.1,3.6,7.2,0,3.1
2017/11/6,16.8,7.1,11.7,0,5.8
2017/11/7,17.5,8.2,12.2,0,2
2017/11/8,18.6,5.6,12.4,1,4
2017/11/9,12,3.7,8.5,0,5.9
2017/11/10,12.7,-0.8,7,0,8
2017/11/11,11.8,4.8,8.2,12,6.3
2017/11/12,9.6,-1.9,4.3,0,1.9
2017/11/13,12.1,-3.5,5,0,8.5
2017/11/14,11.8,6.5,8.8,7.5,0.1
2017/11/15,10.2,3,6.6,3,1.7
2017/11/16,6.8,-1.2,3.1,3.5,2.6
2017/11/17,8.9,-1.5,2.6,0,4.9
2017/11/18,8.2,1.8,5.3,1.5,0
2017/11/19,3.4,-2.8,0.1,0,1
2017/11/20,4,-3.1,0,6,4.6
2017/11/21,2.6,-4.2,-0.3,0.5,1.7
2017/11/22,5.8,-6.5,1.7,0,4.8
2017/11/23,7.1,0.4,5,1,0
2017/11/24,1.9,-1,0.3,3.5,0.1
2017/11/25,3,-3.2,0,2,2.3
2017/11/26,2.4,-0.4,1.2,8.5,0
2017/11/27,3.1,-6.7,-0.6,0,8.7
2017/11/28,6.5,-8.9,-0.7,0,7.6
2017/11/29,13.4,1.8,6.6,0,4.7
2017/11/30,3.9,-2.1,0.9,0,4.4
2017/12/1,1.6,-2.8,-0.7,0,0.6
2017/12/2,4.1,-2,0.5,0,5.4
2017/12/3,4.1,-0.7,1.7,4.5,0
2017/12/4,3.6,0.5,2.1,11.5,0
2017/12/5,4.9,-1.8,1.9,2,4.2
2017/12/6,0.2,-3.5,-1.4,0,0.7
2017/12/7,2,-5,-0.9,6.5,2.4
2017/12/8,3.6,-4.1,0.8,3,4.8
2017/12/9,1.9,-7.1,-1.8,0,2.3
2017/12/10,2.8,-0.8,0.9,0,0.1
2017/12/11,5.5,-0.5,1.8,5,0
2017/12/12,-0.1,-4.2,-2.8,2.5,0
2017/12/13,1,-5.2,-1.7,0,6.3
2017/12/14,5.6,-3.7,-0.1,0,5.3
2017/12/15,3.9,-2.5,0.5,0,1.5
2017/12/16,5.6,-0.6,1.6,1.5,0.8
2017/12/17,-0.2,-4.3,-1.8,0.5,3.4
2017/12/18,1.5,-5.2,-1,3.5,3.3
2017/12/19,0.7,-4.9,-1.4,4,0
2017/12/20,1.1,-5.1,-1.6,0,3.1
2017/12/21,2,-11.6,-3.4,0,7.2
2017/12/22,3.5,-6,0,0,3.8
2017/12/23,6.6,-2.7,2.1,1,7.1
2017/12/24,4.4,-5.8,-0.3,0,0
2017/12/25,6.7,-1.8,2.6,12.5,2.6
2017/12/26,-0.8,-5.2,-2.9,0,0
2017/12/27,-2.5,-6.5,-4.2,0,3.8
2017/12/28,0.1,-7.6,-2.4,0,1.9
2017/12/29,1.8,-3.6,-1,0,2.9
2017/12/30,3,-6.2,-2.5,0,5.1
2017/12/31,2.4,-8.5,-2.7,1.5,3
2018/1/1,5,-0.1,2,3.5,3.7
