年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2013/7/5,25.1,21.6,23.1,18.5,0
2013/7/6,25.5,22.3,23.4,16.5,0.1
2013/7/7,29,19.4,24.7,0,7.7
2013/7/8,27.5,18,22.8,3,2.2
2013/7/9,26.1,23.1,24.6,6,0
2013/7/10,27.6,22.9,24.7,2.5,1.2
2013/7/11,23,18.3,21.1,32,0
2013/7/12,21.9,17.7,19.3,36,0
2013/7/13,24.6,17.9,21.1,28.5,2.7
2013/7/14,26.1,19.9,22.1,1.5,1.7
2013/7/15,26.2,19.6,22.4,5.5,3.1
2013/7/16,30.4,18.4,23.2,0,9.8
2013/7/17,22.6,17.9,19.7,0,0.8
2013/7/18,21.3,16.7,18.7,36,0
2013/7/19,21.9,14.6,18.5,0,2.3
2013/7/20,26.6,13.7,19.5,0,5.2
2013/7/21,27.2,18.5,21.9,0,1.4
2013/7/22,21.5,19.1,20,14,0
2013/7/23,25.7,19.7,21.7,0.5,0.4
2013/7/24,25.8,19.8,22,0,1.3
2013/7/25,23.4,19.5,20.8,19.5,0.1
2013/7/26,28.6,21,23.3,10,5.9
2013/7/27,26.8,20.3,22.2,12,0.8
2013/7/28,28.4,19.7,22.8,6.5,2.9
2013/7/29,27.6,20.9,24,0,3.7
2013/7/30,27.2,21.3,24,0,1.8
2013/7/31,27.6,20.8,23.1,10.5,0
2013/8/1,22.7,17.5,20,16.5,0
2013/8/2,29.1,16.2,22.1,0,9.3
2013/8/3,28.3,18.7,23,0,8.8
2013/8/4,27.9,15.7,22.3,0,11.8
2013/8/5,28,20,23.5,0,2.7
2013/8/6,29.9,22.4,24.2,7.5,2.8
2013/8/7,31,20.5,25.5,0,7.7
2013/8/8,30.5,18.4,24.3,0,5.2
2013/8/9,26.4,22.2,23.9,42,1
2013/8/10,32.5,21.9,27.1,0,8.4
2013/8/11,32.3,19.6,25.6,0,9.3
2013/8/12,32.6,20.6,25.9,0,10
2013/8/13,31.5,18.4,24.3,0,9.2
2013/8/14,31.3,19.5,25,0,7
2013/8/15,32.2,22.3,26.2,0,9.8
2013/8/16,30.5,22.8,26.3,0,5.2
2013/8/17,32,23.8,27.2,0,6.1
2013/8/18,29.1,24,26.3,0,0.6
2013/8/19,25.6,23.1,24.4,8,0.2
2013/8/20,27.5,19.5,23.7,6,1.1
2013/8/21,29.4,17.2,22.8,0,5.7
2013/8/22,29,19.5,23.3,0,6.7
2013/8/23,26.1,18.6,22.2,5,0.8
2013/8/24,30.4,19.6,23.5,0,6.2
2013/8/25,27.9,17.7,22.4,4,8.5
2013/8/26,29,16.8,22.2,0,7.9
2013/8/27,25.2,18.3,21.5,0,5.9
2013/8/28,27.6,13.7,20.5,0,11.3
2013/8/29,23.8,12.2,18.6,0,0.7
2013/8/30,28.2,18.7,22.9,20.5,1.6
2013/8/31,23.3,18.1,20.8,16,0
2013/9/1,27.8,17.9,23.5,0,3.6
2013/9/2,21.7,17.8,19.8,29,0
2013/9/3,22.6,19.1,20.8,8.5,0
2013/9/4,26.9,20.2,23.8,2.5,3.3
2013/9/5,26.6,17.4,21.8,15,1
2013/9/6,24.5,14.3,19.2,0,6
2013/9/7,20.6,17.1,19.1,4.5,0
2013/9/8,22.4,16.9,18.9,16,0.3
2013/9/9,26.3,14,19.2,0,8.4
2013/9/10,25.8,16.1,20.3,0,9.2
2013/9/11,24.3,17.5,21.1,0,1.7
2013/9/12,26.9,19.8,22.6,0.5,2.2
2013/9/13,25.1,19.8,21.3,1.5,1.1
2013/9/14,29.3,20.5,24.4,0.5,7.1
2013/9/15,24.2,18.4,21.9,26.5,0
2013/9/16,21.2,15.4,18.8,116,0
2013/9/17,25.4,10.4,17.1,0,11.6
2013/9/18,25.3,9.9,16.7,0,7.3
2013/9/19,24.2,9.7,16.1,0,9.5
2013/9/20,25.3,11.1,18.6,0,9.3
2013/9/21,25.6,15.8,20.3,0,5.2
2013/9/22,24.1,11.3,18.2,0,8.6
2013/9/23,22.4,7.9,15.2,0,9
2013/9/24,23.6,13.3,19,0,5
2013/9/25,26.8,17,21.7,8.5,0.6
2013/9/26,18.9,8.8,14.2,0.5,2.3
2013/9/27,20.5,6.8,12.5,0,9.1
2013/9/28,21.5,4.8,13,0,8
2013/9/29,22.7,12.4,17.1,0,10.2
2013/9/30,23.1,14.3,18.3,0,1.7
2013/10/1,26,16.9,20,1,3.7
2013/10/2,22.6,14.8,18.7,11,0
2013/10/3,21.2,6.6,15.4,0,4.3
2013/10/4,19.2,3.8,11.3,0,9
2013/10/5,19.1,6.1,13.4,0,0.7
2013/10/6,20.9,11.7,17.1,0,0
2013/10/7,22.5,16.4,19.2,0,0
2013/10/8,21.9,18.8,20.1,5,0.2
2013/10/9,20,16.2,17.7,30.5,0
2013/10/10,24.7,13.3,18.7,0,9.7
2013/10/11,20.6,15.8,18,25.5,0
2013/10/12,20.6,11.2,16.1,1.5,4
2013/10/13,18.5,5.6,13.1,0,7.6
2013/10/14,18.4,2.4,11.3,0,10.2
2013/10/15,19.6,10.6,14.9,9,3
2013/10/16,12,7.8,9.3,56.5,0.3
2013/10/17,15.3,2,7.9,0,3.8
2013/10/18,15.4,-0.6,6.6,0,9.2
2013/10/19,17,0.2,8.4,0,9.5
2013/10/20,13.9,4.9,10.5,28.5,0
2013/10/21,19.1,11.7,14.3,4,2.7
2013/10/22,13.7,10.5,11.9,1.5,0
2013/10/23,14.2,10.4,12,0,0
2013/10/24,13.8,11.4,12.2,5.5,0
2013/10/25,16.1,11.8,14.6,50,0
2013/10/26,14.8,8.2,10.5,4,0.1
2013/10/27,14.9,6.2,10.1,0,4.9
2013/10/28,15.8,2.4,8.4,0,8
2013/10/29,15.3,2.6,9.4,0,3.9
2013/10/30,14.3,7.3,10.7,8,0.7
2013/10/31,15.4,7.2,11,0.5,1.4
2013/11/1,16.1,1.1,7.8,0,7.9
2013/11/2,14.9,-1.9,5.3,0,9
2013/11/3,16.1,2.1,8.5,0,2.3
2013/11/4,16.7,5.2,10.3,0,5.2
2013/11/5,15.4,-0.1,6.7,0,9
2013/11/6,15.6,-1.3,7.6,0,8.7
2013/11/7,12.7,8.9,10.5,13,0
2013/11/8,11.9,-1.1,7.4,0,6.6
2013/11/9,10.5,-3.4,4,0,9
2013/11/10,11.5,2.5,7.5,23.5,0
2013/11/11,6.3,-2.1,2.3,1,2.3
2013/11/12,5.4,-1.7,1.2,0,5.5
2013/11/13,5.4,-4.6,0.5,0,3
2013/11/14,8.6,-3.7,2.3,0,8.3
2013/11/15,10.6,1.1,6.6,0,0.5
2013/11/16,13.9,-2,5.1,0,8.6
2013/11/17,12.9,-1.6,4,0,7.7
2013/11/18,13.9,0.1,7.2,0,4.9
2013/11/19,7.8,3.6,5.5,2,0.3
2013/11/20,6.4,2.8,4.2,5,0.7
2013/11/21,8.9,2,4.6,1.5,4.6
2013/11/22,9.7,1.4,5.4,0,2.3
2013/11/23,11.6,-1.1,5.2,0,5.6
2013/11/24,12.4,-1.4,5.2,0.5,5.1
2013/11/25,10.7,-3.1,4.7,21,0.6
2013/11/26,11.6,1.6,7.3,2,2.4
2013/11/27,3.7,0.9,2.4,11.5,0
2013/11/28,6.4,-0.4,3.3,9.5,0.6
2013/11/29,3.4,-0.9,0.8,1.5,2.3
2013/11/30,5,-0.1,2.6,1,1.1
2013/12/1,7.3,-0.3,3.6,0,5.6
2013/12/2,7,0.3,3.3,0,3.3
2013/12/3,8.6,-2.7,2.4,0,6.7
2013/12/4,9.8,-4.6,0.9,0,8.4
2013/12/5,9.7,-3.3,3.2,3,3.8
2013/12/6,6.5,0.8,4.3,6,0.1
2013/12/7,3.3,-1.6,0.7,0,1.9
2013/12/8,5.2,-1.7,0.9,0,6
2013/12/9,5.5,-3.4,1.6,0,6.7
2013/12/10,9.1,3.3,6.2,4,0
2013/12/11,6.7,0.6,3.9,1.5,2.5
2013/12/12,1.7,-2.6,-0.3,1,0
2013/12/13,1.2,-3.9,-1.3,12.5,0
2013/12/14,-1.4,-9,-3.9,0,2.4
2013/12/15,0.2,-8.1,-2.5,0,3.2
2013/12/16,4.2,-0.9,1,0.5,1
2013/12/17,6.1,-6.1,-0.2,0,6.2
2013/12/18,4.6,-7.8,-2.5,0,4.2
2013/12/19,6.9,-5.6,0.5,0.5,4.5
2013/12/20,3.1,0.4,1.4,4.5,0
2013/12/21,2.1,-1,0.8,0,0.2
2013/12/22,1.6,-4.2,-1.3,0.5,3.4
2013/12/23,2.6,-2.1,0.1,0,2.2
2013/12/24,0.7,-5.1,-1,0,2.1
2013/12/25,3,-10.7,-2.6,0,3
2013/12/26,4.5,-1.1,1.5,0,3.8
2013/12/27,3.9,-2.6,0.9,0,0.6
2013/12/28,1.2,-5.3,-1,0,1.3
2013/12/29,0.5,-4.5,-1.8,0,0.4
2013/12/30,5.3,-1,2.2,0,4.2
2013/12/31,3.7,-0.9,1.3,1.5,4.7
2014/1/1,1.7,-1.6,0.2,15,0
2014/1/2,-1.1,-4.8,-3,3,0.6
2014/1/3,1.1,-3.2,-0.7,2.5,2.5
2014/1/4,1.2,-8.2,-2.2,0,2.5
2014/1/5,-1.4,-10.2,-5.9,0,5.1
2014/1/6,0.2,-11,-6.2,0,3
2014/1/7,3,-15.2,-4.5,0,5.3
2014/1/8,2.7,-1,0.7,0,0
2014/1/9,1.5,-8.7,-2.6,1.5,2.8
2014/1/10,-3.7,-9.2,-6.2,0,2.8
2014/1/11,-0.2,-8.5,-5.6,0,3.1
2014/1/12,-1.9,-12.6,-5.7,1,0
2014/1/13,-3.5,-13.4,-7.9,0,6.4
2014/1/14,-1.6,-14.4,-6.5,0,6.3
2014/1/15,-0.9,-12.3,-5.5,0,1.9
2014/1/16,0.6,-7.1,-2.7,0,0.5
2014/1/17,0.6,-10,-4,0,4.2
2014/1/18,-1.5,-10.6,-6,0,0.2
2014/1/19,0.8,-8.6,-4.6,0,4.1
2014/1/20,-1.2,-11,-4.2,0.5,2.1
2014/1/21,2,-3.7,-0.9,0,7
2014/1/22,-1.3,-9.2,-4.1,0,3.6
2014/1/23,-1.1,-13.2,-5.2,0,7.2
2014/1/24,5.6,-15.8,-4.9,0,2
2014/1/25,7.8,2.2,5.7,2.5,2.5
2014/1/26,3.5,-4.1,0.4,7.5,0.2
2014/1/27,-0.1,-8.3,-3.6,0.5,7.6
2014/1/28,1.6,-5,-2.5,2,0
2014/1/29,-0.1,-5.6,-2.9,0,6.9
2014/1/30,7.5,-6.5,0.4,6.5,8
2014/1/31,3,-4.4,-1.7,2.5,4.6
2014/2/1,2.7,-6.1,-0.6,0,2.9
2014/2/2,8.6,-3.9,1.2,9.5,0
2014/2/3,8.5,-1.9,4.3,9,1.3
2014/2/4,-1.3,-9.1,-4.5,0,1.8
2014/2/5,-4.6,-9.8,-7.2,1,4.6
2014/2/6,-1.8,-9.3,-5.1,0,7.4
2014/2/7,-2,-10.8,-6.1,0,2.7
2014/2/8,-2.8,-13.2,-7.1,0,0
2014/2/9,-1,-4.1,-2.5,7,0
2014/2/10,2.1,-11,-3.3,0,5.3
2014/2/11,0.3,-4.2,-1.7,0,3.6
2014/2/12,0.4,-7.5,-3.2,0,0.8
2014/2/13,2,-12.3,-5,0,6.4
2014/2/14,0.2,-10.8,-4.3,0,4.1
2014/2/15,1.4,-3.3,-1,8,0
2014/2/16,4.2,-1.6,0.8,4,1.8
2014/2/17,2,-4,-1.7,0.5,3.9
2014/2/18,-0.3,-7,-3.2,0,1.7
2014/2/19,1.9,-10.1,-4.4,0,8.4
2014/2/20,0.9,-12.4,-4.4,0,3.1
2014/2/21,-0.1,-7.7,-4.1,0,3.4
2014/2/22,2.3,-9.9,-4.2,0,7.2
2014/2/23,0.9,-9.5,-4.2,0,0.2
2014/2/24,5.6,-13.9,-3.8,0,9.9
2014/2/25,3.5,-10.5,-2.5,0,4.7
2014/2/26,7.1,-7.3,0.1,0,9.8
2014/2/27,7.9,-3,3.6,0,4.6
2014/2/28,9,-2.9,4.6,1,8.5
2014/3/1,5.9,-5.1,0,0,8.9
2014/3/2,4.8,-2.5,0.2,0,5.4
2014/3/3,2.9,-6.5,-2.1,0,6.8
2014/3/4,3.7,-3.4,0.6,0,7.8
2014/3/5,2.2,-1.6,0.4,3.5,0
2014/3/6,1.3,-7.2,-3.4,0.5,3.3
2014/3/7,-0.4,-7.4,-3.6,0,2.8
2014/3/8,0.2,-5.2,-2.8,0,4.5
2014/3/9,2.9,-6.7,-1,1.5,8.2
2014/3/10,1.5,-7.8,-2.4,1,7.7
2014/3/11,2.6,-5,-1.3,1,2.5
2014/3/12,2,-3.9,-0.5,9,0
2014/3/13,3.2,-1.3,0.7,20,0
2014/3/14,4.2,-3.7,0.3,0.5,3.2
2014/3/15,2.9,-4.7,-0.8,0.5,2.5
2014/3/16,4.5,-1.5,0.6,6,1.3
2014/3/17,7.8,-1.3,2.6,0,8.4
2014/3/18,5.6,0.3,3.4,7,0
2014/3/19,7.6,0,3.6,0,7.7
2014/3/20,1.4,-0.6,0.5,14,0
2014/3/21,2.1,-1.9,0.1,3.5,0
2014/3/22,5.3,-2.9,1.6,2.5,2.3
2014/3/23,8,-2.7,1.7,1,5.3
2014/3/24,12.5,-1.7,6.4,0,11.2
2014/3/25,13.4,2.1,8.9,0,8.9
2014/3/26,15.2,4.7,9.9,0,6.5
2014/3/27,17.2,0.6,8.8,0,9.7
2014/3/28,13.4,-0.9,7.3,0,10.7
2014/3/29,16.8,5.6,11.9,0,9.8
2014/3/30,7,-0.4,4.1,24,0
2014/3/31,11.5,-0.6,5.3,1,7.3
2014/4/1,12.9,-0.3,6.6,0,11.9
2014/4/2,16.1,-3,7.8,0,11.5
2014/4/3,18.5,6.2,12.1,7,5.8
2014/4/4,10.7,4.9,8.7,33.5,0
2014/4/5,7.4,0.3,3,0,4.3
2014/4/6,6.5,-0.9,2.5,2,6
2014/4/7,11.2,2.6,6.6,0,7.8
2014/4/8,15.4,-0.2,7.7,0,10.6
2014/4/9,15.5,-2.7,6.9,0,8.8
2014/4/10,12.2,-0.9,6.2,0,5.9
2014/4/11,9.7,-2.6,3.8,0,7.7
2014/4/12,13.6,-2.8,5.4,0,11.2
2014/4/13,14.9,-2.6,6.7,0,12.4
2014/4/14,18.4,-3.5,6.8,0,12.5
2014/4/15,16.7,-3.8,7.2,0,8.9
2014/4/16,13.9,1.4,7.8,0,11.8
2014/4/17,16.2,-2.7,7.4,0,11.4
2014/4/18,15.6,-0.9,7.1,0,6.7
2014/4/19,11.2,0.6,5,0,7.8
2014/4/20,14.6,-2.7,6.4,0,9.3
2014/4/21,12.9,5.5,9.2,0,1.5
2014/4/22,18.4,5.9,11,0,6.5
2014/4/23,17.8,2.7,10.1,0,7.8
2014/4/24,21.1,-0.6,10.3,0,12.9
2014/4/25,23.5,-0.9,11.6,0,12.2
2014/4/26,24.8,1.3,13.8,0,11.6
2014/4/27,25.3,3.1,15.2,0,9.8
2014/4/28,16.5,4.6,12.9,0,0.7
2014/4/29,18.5,2.9,11.1,0,11.8
2014/4/30,13.7,11,12.3,4.5,0
2014/5/1,19,12.8,14.8,16.5,1.5
2014/5/2,19.8,8.5,14.2,0,4.7
2014/5/3,24.8,4.6,13.2,0,8
2014/5/4,19.8,7,12.5,0,10.3
2014/5/5,19.8,6.8,13.4,1.5,5.6
2014/5/6,17.1,6,11.1,0,6.5
2014/5/7,17.9,2.9,11.3,0,12.5
2014/5/8,23.7,3.9,14.9,0,12
2014/5/9,16.3,8.5,12.3,3.5,4.5
2014/5/10,17.1,5,11.2,0,9.1
2014/5/11,27.6,2.1,14.9,0,13.3
2014/5/12,23,6,15.8,0,6
2014/5/13,20.8,13.4,16.4,2,3.2
2014/5/14,25.7,15.2,20.4,0,11.2
2014/5/15,27.7,9.3,17.1,13,3.4
2014/5/16,18.5,10.3,13,5,3
2014/5/17,15.4,9.1,11.9,0,0.6
2014/5/18,16.9,6.4,12.5,0,4.9
2014/5/19,22.1,3.5,13.1,0,9.2
2014/5/20,23.9,7.2,16.1,0,5.5
2014/5/21,16.8,12.3,14.5,9.5,0
2014/5/22,12.3,8.9,10.2,5,0
2014/5/23,20.4,9,14.3,0.5,8.9
2014/5/24,20.1,7.5,15,0,8.1
2014/5/25,22.6,15.7,19.2,0,4.3
2014/5/26,22.4,14.1,17.9,0.5,2.7
2014/5/27,24.5,14.7,18.4,4,7.9
2014/5/28,28.2,13.1,20.3,0,10.7
2014/5/29,30.1,11.4,19.8,0,11.4
2014/5/30,29.1,11.6,21.1,0,9.3
2014/5/31,30.8,16.8,23.2,0,13.6
2014/6/1,30.5,11.8,21.8,0,13.6
2014/6/2,32.8,12.3,22.5,0,13.7
2014/6/3,28.8,13.1,21.9,0,13.7
2014/6/4,28,15.8,21.6,0,8.6
2014/6/5,25.3,16,20.3,0,7.4
2014/6/6,23.9,17.2,19.4,0,0.8
2014/6/7,23.4,16.1,19.3,1,1.2
2014/6/8,24.6,16.3,20.4,1,1.1
2014/6/9,26.5,16.6,20.6,9.5,3
2014/6/10,26.8,18.3,21.6,1,5
2014/6/11,23.6,19.3,21.2,1,0.4
2014/6/12,20.7,17.3,19.5,20,0
2014/6/13,20.7,14.8,17.5,2.5,0.3
2014/6/14,21.9,14.9,17.2,0.5,4.4
2014/6/15,21.2,14.7,17.8,1,1.4
2014/6/16,23.1,12.9,19.4,0,2.5
2014/6/17,25.8,16.1,20,2,4.5
2014/6/18,26.1,17,20.8,6.5,9
2014/6/19,24.2,17.1,20.2,0,3.7
2014/6/20,21.7,14.1,18,1,0.7
2014/6/21,25.2,12.1,19.1,0,6.5
2014/6/22,27.4,16.3,21,0,5.2
2014/6/23,24.4,14.2,18.9,0,8.2
2014/6/24,25.7,13.5,19.2,0,9.3
2014/6/25,27.7,14.7,21,0,10.3
2014/6/26,28.2,19.7,23.3,0,10.1
2014/6/27,28,19.8,23.1,0,12.2
2014/6/28,27.2,18.9,22.6,0,6.3
2014/6/29,25.2,17,20.3,2,0.5
2014/6/30,24.3,16,19.3,6,3.6
2014/7/1,27.3,18.2,22.3,0,5.6
2014/7/2,29.1,17.8,23,11,9.4
2014/7/3,27.5,17.6,22.7,0,11.5
2014/7/4,26.6,17.6,21.5,0.5,1.7
2014/7/5,26.2,17.1,21.2,0,5.4
2014/7/6,30.5,18.2,23.6,0,10.2
2014/7/7,27.2,18.6,22.6,0,1.6
2014/7/8,30.9,18.6,24.1,0,9.5
2014/7/9,26,19.4,22.8,0,1.7
2014/7/10,23.2,20.9,22,40.5,0
2014/7/11,28.5,20.3,23.5,17,2.5
2014/7/12,28.2,16.6,23,0,9.6
2014/7/13,24.7,18.9,21.4,4,0
2014/7/14,26.5,17.9,22.4,4,1.8
2014/7/15,29.1,16.1,22.6,0,8.6
2014/7/16,26.6,18.6,21.5,3,0.7
2014/7/17,29,16,22.2,0,7
2014/7/18,23.4,19.9,21.4,1.5,0
2014/7/19,25.5,19.4,21.6,8.5,1.3
2014/7/20,25.3,18.5,21.2,0.5,0
2014/7/21,28.8,16.8,22.9,0,12.4
2014/7/22,29,19.9,23.9,0,5.5
2014/7/23,25.4,21.9,23.6,15,0
2014/7/24,29.8,20.3,24.3,9,8.6
2014/7/25,29.8,19.9,25,0,12.9
2014/7/26,31.1,18.8,25.7,0,5.6
2014/7/27,27.5,18.4,24,4.5,3
2014/7/28,28.6,16.8,22.3,0,7.8
2014/7/29,29.7,14,22.5,0,10.3
2014/7/30,31.3,16.9,24.1,0,7.8
2014/7/31,30.9,21.2,25.9,0,5.8
2014/8/1,27.8,22.4,24.6,9,2.6
2014/8/2,32.4,21.9,26.3,0,8.2
2014/8/3,33.7,20.9,26.7,0,9.1
2014/8/4,33,22.9,27.1,3.5,5.1
2014/8/5,29.3,24.5,26.5,0,1.7
2014/8/6,30.2,24.4,26.8,2,1.5
2014/8/7,30,23.2,25.2,7,1.8
2014/8/8,23.9,19.4,21.5,8.5,0
2014/8/9,23,19,20.9,3.5,0
2014/8/10,25.6,19.3,20.8,43,0
2014/8/11,26.5,21,24.5,18,2.7
2014/8/12,24.4,20.1,21.8,5,0.6
2014/8/13,28.5,19.6,23.2,0,7
2014/8/14,27.5,18,21.8,0,2.1
2014/8/15,19.7,18,18.9,46.5,0
2014/8/16,21.6,18.3,20.2,0,0.1
2014/8/17,23.1,19.2,21.3,5,0
2014/8/18,29.2,21.7,24.6,0.5,3.3
2014/8/19,28.6,23.2,25.5,1.5,1
2014/8/20,28.6,23.1,25.2,2.5,2.5
2014/8/21,25.2,22.5,23.7,23.5,0
2014/8/22,31.2,22.5,25.4,10,6.9
2014/8/23,28.8,21.3,24.2,10.5,8.4
2014/8/24,28.9,19.1,23.8,0,9.1
2014/8/25,26.9,17.6,22.5,0,3.7
2014/8/26,24.7,16.5,20.6,0,2.6
2014/8/27,20.9,12.9,17.4,0,0.3
2014/8/28,22.5,15.8,18.6,0,1.4
2014/8/29,23.8,17.9,20.3,0,3.8
2014/8/30,26.4,17.9,21.1,3,6.4
2014/8/31,26.4,17,20.5,0,7.9
2014/9/1,26.4,14.1,19.9,0,9
2014/9/2,27.7,15.6,20.9,5.5,4.5
2014/9/3,25.4,12.7,19.1,0,6.7
2014/9/4,22.1,18,19.9,0,0
2014/9/5,25.8,19.5,21.8,8.5,1.7
2014/9/6,24.9,16.5,20.6,0,2.7
2014/9/7,25.4,15.7,19.6,0,6.2
2014/9/8,25.9,13.6,19.1,0,5.8
2014/9/9,26.4,14.4,20.2,0,8.3
2014/9/10,25,15.8,18.9,3.5,3.1
2014/9/11,25.8,14,19.7,1,7
2014/9/12,22.8,11.4,16.6,4,6.2
2014/9/13,24.3,11.5,17.1,0.5,6.5
2014/9/14,23.1,12.5,16.8,12,4.5
2014/9/15,22.8,10.6,15.8,0,8.4
2014/9/16,24.4,9.5,15.7,5.5,7
2014/9/17,20.2,8.4,14.5,0.5,2.3
2014/9/18,20.3,11,14.4,0,4.1
2014/9/19,23.1,10.1,15.2,0,6.4
2014/9/20,22.6,9.2,15.1,0,6.8
2014/9/21,23.9,6.2,14.2,0,9.1
2014/9/22,23.5,5.5,13.3,0,6.9
2014/9/23,22.3,7.2,14.5,0,5.2
2014/9/24,20.7,9.8,15.5,9,1.5
2014/9/25,18.7,14.1,16.3,44.5,0.2
2014/9/26,22.1,7.8,15.6,0,10
2014/9/27,21.2,6.6,14.2,0,8.9
2014/9/28,24.5,8.7,16.7,0,8.8
2014/9/29,24.3,10.5,17.2,0,9.5
2014/9/30,23.1,8,14.4,0,5.4
2014/10/1,20.6,4.4,12,0,10.7
2014/10/2,20.4,7.7,14.6,3,2.1
2014/10/3,23.2,15.8,18.3,6,1.4
2014/10/4,22.1,6.9,15.2,0,4.4
2014/10/5,16,4.9,11.2,0,4.7
2014/10/6,14.2,11.3,12.3,35.5,0
2014/10/7,18.3,5.7,11.7,0,6.6
2014/10/8,19.5,3.1,9.9,0,5.5
2014/10/9,20.9,3.8,11.4,0,6.1
2014/10/10,22.5,5.7,15.4,0,8.7
2014/10/11,18.5,2.8,10.1,0,9.5
2014/10/12,18.3,1.3,10.2,0,10.3
2014/10/13,16.2,7,11.7,9,0.1
2014/10/14,15.4,9.6,12.3,43,0.6
2014/10/15,17.2,4,10.5,0,10.3
2014/10/16,15,3.6,9.9,0.5,1.8
2014/10/17,16.9,8.1,12,0.5,3.6
2014/10/18,14.4,4.7,10.6,0,2.5
2014/10/19,19.3,4.2,10.4,0,6.8
2014/10/20,15.7,9.4,13,0,0.4
2014/10/21,15.4,12.1,13.9,15,0
2014/10/22,12.1,6.6,9.3,0.5,0
2014/10/23,15.2,0.9,7.9,0,9.3
2014/10/24,17.5,3.2,8.9,0,6.4
2014/10/25,19.2,3.3,10,0,6.6
2014/10/26,22.1,2,11.5,0,7.3
2014/10/27,19.4,6.3,12.5,0.5,2.3
2014/10/28,8.1,4.1,5.9,1.5,0.7
2014/10/29,14,2.6,8.8,0,5.9
2014/10/30,18,-0.9,7.6,0,9.4
2014/10/31,19.2,-0.3,8.1,0,8.3
2014/11/1,13.2,1.3,7.5,4.5,0
2014/11/2,18.3,12.9,15.2,18.5,0.6
2014/11/3,15.7,4.1,9,0,4.3
2014/11/4,12,2.2,7.8,0,7.9
2014/11/5,14.5,-1.7,6.7,0,9.2
2014/11/6,19.2,0.4,10.4,0,8.2
2014/11/7,12.3,3.6,8.2,0,8.5
2014/11/8,13.6,3.3,8.3,0,7.3
2014/11/9,12.2,0.3,7,1,0.2
2014/11/10,12.2,0.8,8.8,2,0.7
2014/11/11,14,-1.6,5.3,0,8.6
2014/11/12,11.8,1.8,7.9,6.5,0.3
2014/11/13,9.7,1.6,5,6,0.5
2014/11/14,7,0.6,3.1,3.5,1.4
2014/11/15,6,0.4,2.5,3.5,2.6
2014/11/16,7.3,2.5,5.2,0,0.3
2014/11/17,6.9,-1.7,2.8,1.5,3
2014/11/18,9,-2.1,3.4,0,4.1
2014/11/19,7.8,-2.4,2.5,0,2.5
2014/11/20,8.8,-5,0.6,0,8
2014/11/21,11.5,-4.7,3.2,0,8.4
2014/11/22,13.7,1.9,7.4,0,3.1
2014/11/23,12.2,-2.2,5.8,1,8.5
2014/11/24,10,-2.2,3.5,0,6.1
2014/11/25,8,-2.5,4,0,1.1
2014/11/26,5.4,-3.7,1.1,0,0
2014/11/27,15.1,-0.3,6.2,0,7.5
2014/11/28,11.7,-1.9,5.4,0,4.1
2014/11/29,11,8.4,9.3,16,0
2014/11/30,12.1,7.6,9.2,0,0.7
2014/12/1,12.1,6.5,9.1,15,0
2014/12/2,6.5,-0.5,0.9,5.5,0
2014/12/3,1,-1.1,0.1,11.5,0
2014/12/4,2.3,0.1,0.8,4.5,0
2014/12/5,1,-3.3,-1,1,1.2
2014/12/6,-1.2,-5.7,-3,0,1.4
2014/12/7,2.2,-7.1,-3.1,0,7.2
2014/12/8,1.6,-6.1,-1.7,0.5,2.6
2014/12/9,2.6,-4.6,-1.3,1.5,2.3
2014/12/10,3.3,-2.7,0.1,0,3.8
2014/12/11,3.1,-0.8,1.5,5,0
2014/12/12,3.3,-3.7,0.3,0,2.1
2014/12/13,-2,-5.3,-3.6,3,0
2014/12/14,-2.1,-8.9,-4.8,0.5,4.5
2014/12/15,0.2,-9.9,-4.9,0,6.8
2014/12/16,0.6,-8,-2.8,10,0
2014/12/17,2.3,-5.4,-2.4,0,2.1
2014/12/18,2.8,-4.2,-1.1,2.5,1.4
2014/12/19,2.6,-4.5,-0.8,0,0.8
2014/12/20,4.8,-3.2,0.6,8.5,0
2014/12/21,4.9,-4.1,-0.7,0,3.4
2014/12/22,-0.9,-5.9,-3.4,0.5,4.2
2014/12/23,-0.1,-6.2,-2.3,0.5,3
2014/12/24,0.9,-1.8,-0.2,2.5,0
2014/12/25,0,-6.2,-2.5,0,0
2014/12/26,-1.3,-7.9,-4.4,0.5,2.2
2014/12/27,1,-15.9,-6.2,0,6
2014/12/28,3,-9.2,-2.8,0,3.5
2014/12/29,1.8,-3.3,-1.4,0,0.6
2014/12/30,3.2,-4.6,-0.1,0,3.5
2014/12/31,2.9,-3.5,-0.3,0,1.9
2015/1/1,0.4,-3.9,-2.3,0,4.1
2015/1/2,-0.3,-7.1,-3.5,0,0.9
2015/1/3,-1.2,-6.5,-3.4,0,2
2015/1/4,1.6,-5.1,-0.7,0,2.1
2015/1/5,6.4,-3.9,-0.2,0,5.3
2015/1/6,4,-3.3,1,3.5,0
2015/1/7,-1.8,-5.7,-4.1,0,2.7
2015/1/8,2,-2.6,-0.3,0,0.9
2015/1/9,3.2,-3.8,-0.7,0,2.8
2015/1/10,1.2,-2.2,-1,0,1.1
2015/1/11,1.9,-4.6,-1.3,0,6.6
2015/1/12,3.3,-4.7,-0.3,0.5,1.4
