年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
2009/9/10,21.5,13.5,17.1,0.5,2.6
2009/9/11,23,10.6,15.8,0,5.1
2009/9/12,17.1,9.5,13.7,4.5,0
2009/9/13,21,12.8,16.6,6,1.1
2009/9/14,23.5,11.2,16.2,1,6.2
2009/9/15,21.4,13.2,16.5,3.5,2.4
2009/9/16,20.1,9.5,15.8,0,1.6
2009/9/17,22.9,7.3,14.8,0.5,7.9
2009/9/18,21.7,10.2,15.9,0,4.4
2009/9/19,24.1,11.1,16.9,0,6.9
2009/9/20,20.6,7.6,15.1,0,5.6
2009/9/21,19.3,5.7,13.3,0,2.8
2009/9/22,19.9,15.4,16.9,0,0.9
2009/9/23,19.6,15.4,17.8,1.5,0
2009/9/24,24.6,16,19.6,0,9.7
2009/9/25,26.8,15.3,19.8,0,6.3
2009/9/26,25,8.1,17.6,0,7.6
2009/9/27,21.3,6.6,14.3,0,9.9
2009/9/28,17.1,13.3,15.6,18,0
2009/9/29,21.4,8.9,17.1,1.5,0
2009/9/30,19.6,7.3,12.7,0,3.7
2009/10/1,21.2,5.5,13.7,0,9
2009/10/2,18.2,14.6,16.9,25.5,0
2009/10/3,21.5,7.5,16.8,0,1.8
2009/10/4,18.8,5.4,13.1,2.5,3.5
2009/10/5,18.7,8.5,13,0,3.6
2009/10/6,21,8.7,14.6,0,1.7
2009/10/7,20,10.1,14.3,0,5.1
2009/10/8,14.9,9.4,11.5,40.5,0
2009/10/9,14.5,6.8,10.6,0.5,2.2
2009/10/10,17.1,4.1,10,0,5.8
2009/10/11,15.4,3.8,9.6,0.5,5.2
2009/10/12,16.9,1.8,9.7,0,5.6
2009/10/13,15.6,6.9,10.7,2,2
2009/10/14,18.4,4.1,10.9,0,6.6
2009/10/15,19.1,0.1,9.5,0,7.9
2009/10/16,17.1,4.1,10.3,0,1.5
2009/10/17,19.4,5.4,12.5,0,6.4
2009/10/18,18.5,11.4,14,2.5,4.8
2009/10/19,18.3,11.2,13.9,1,3.1
2009/10/20,18.4,11.3,14,2.5,6
2009/10/21,17.5,7.9,13.5,5,5
2009/10/22,15.6,2.8,9,0.5,6
2009/10/23,15.7,-0.7,6.9,0,9.3
2009/10/24,18.3,1.7,9.1,0.5,7.9
2009/10/25,16.3,-0.6,8.6,0,9.3
2009/10/26,14.5,7.2,11.4,14,0
2009/10/27,17.2,10.6,12.5,7,1.8
2009/10/28,18,4.6,11.5,0,7.8
2009/10/29,18.9,8.4,12.6,0,6.2
2009/10/30,16.2,5.3,11.2,0,3.3
2009/10/31,13.8,1.3,8.6,0,7.8
2009/11/1,15,7.4,11.3,3,0
2009/11/2,7.5,0.9,4.4,0.5,1.3
2009/11/3,5.3,-1.3,2.3,0,2.6
2009/11/4,11.8,2.9,7.8,0.5,0.4
2009/11/5,13,7,9.5,16.5,0
2009/11/6,15.3,1,6.8,0,6.7
2009/11/7,18.3,2,9.2,0,8.8
2009/11/8,17.1,4.7,11.1,0,5.4
2009/11/9,14.5,9.5,12.6,2.5,0
2009/11/10,15.2,10.1,12.4,1.5,0
2009/11/11,10.2,5.2,8.1,10,0
2009/11/12,6.4,-1.7,3.6,0,1.2
2009/11/13,9.9,-3.2,4.8,0,2.3
2009/11/14,15.5,6.5,11.8,13,0
2009/11/15,13.7,5.3,8.9,16.5,0.4
2009/11/16,7.6,3.9,5.6,2.5,1.5
2009/11/17,4.8,0.3,2.9,13,0
2009/11/18,6.3,-1.5,2.2,2.5,5
2009/11/19,6.4,-1.7,2.9,0,2.8
2009/11/20,6.4,-1.4,2.6,0,6.5
2009/11/21,4.7,-3.3,0.8,8,2.7
2009/11/22,5.7,-6.4,0.1,0,6.9
2009/11/23,8.2,-3.6,2.8,0.5,2.5
2009/11/24,10.6,-3.1,3.6,0,8
2009/11/25,16,1.8,7.8,0,7.4
2009/11/26,13.4,0.6,6.3,0,8.1
2009/11/27,10.2,6.8,8.4,7,0.1
2009/11/28,9,2.2,5.7,0.5,6.1
2009/11/29,6.6,-1.7,2.4,0,6.2
2009/11/30,9.7,-0.9,3,0,6.4
2009/12/1,9.8,-4.1,2.5,0,7.7
2009/12/2,11.4,-0.3,4.6,0,4.6
2009/12/3,6.4,-1.3,2.2,12.5,0
2009/12/4,7,0,3.1,0,3.7
2009/12/5,7,-2.7,2.3,13.5,0
2009/12/6,9.9,1,6.2,2.5,1.9
2009/12/7,4.8,0.1,2.1,0,3.3
2009/12/8,7.3,-2.4,1.8,0,8.3
2009/12/9,6.7,-2.2,1.9,0,1.6
2009/12/10,7.1,-4.5,0.4,0,8.5
2009/12/11,4.9,-5.2,0.6,1.5,0
2009/12/12,12,2.7,6.6,10,0
2009/12/13,5.2,-2.3,1.8,0,7.6
2009/12/14,4.4,-3.2,-0.3,0,4.3
2009/12/15,-0.4,-4.9,-2.4,0,1.1
2009/12/16,0.1,-6.2,-2.9,0,1.7
2009/12/17,0.7,-7.3,-3.5,0,3.9
2009/12/18,-2.2,-5.6,-3.9,1,0.1
2009/12/19,-0.9,-11.1,-4.3,0,5
2009/12/20,-0.1,-4.4,-1.8,3.5,0.8
2009/12/21,-2,-6.9,-4.4,0,2.2
2009/12/22,3,-5.9,-1.3,0,1.5
2009/12/23,1,-10.1,-2.3,1,2.6
2009/12/24,3.4,-0.9,1.5,0,7.8
2009/12/25,3.1,-9.4,-1.2,0,5.3
2009/12/26,4.3,-9.8,-0.3,8.5,0
2009/12/27,5.1,-4.4,1.5,0,5.1
2009/12/28,3.8,-4,0.8,2,0
2009/12/29,2.2,-7.8,-1.6,0,3.3
2009/12/30,3,-6.5,0.1,2.5,0
2009/12/31,2.7,-3.6,-0.2,4.5,4.2
2010/1/1,-1.3,-4.9,-3.2,0,4.4
2010/1/2,-0.3,-3.8,-1.8,0,0
2010/1/3,0.8,-5.5,-2.3,0,4
2010/1/4,-0.2,-5.2,-2.4,0,0.2
2010/1/5,1.4,-2.2,-0.2,26,0
2010/1/6,1.2,-0.9,0.2,7.5,0
2010/1/7,2.7,-5.9,-0.1,1.5,0.8
2010/1/8,1.2,-8.1,-3.7,0,3.3
2010/1/9,1.3,-4.3,-0.9,0,0.8
2010/1/10,1.9,-3.6,-1,0,4.4
2010/1/11,2.4,-7.1,-0.9,0,4.7
2010/1/12,0.4,-2.2,-1,5.5,0
2010/1/13,-0.5,-7,-2.4,15.5,0.6
2010/1/14,-4,-10,-5.9,0,1.2
2010/1/15,-1.5,-11.1,-6.7,0,4.1
2010/1/16,-2,-9.2,-5.6,0,4.2
2010/1/17,-2.3,-12.8,-6.9,0,2
2010/1/18,1.2,-16.3,-7.3,0,5.3
2010/1/19,4.5,-5.9,-0.4,0,6.1
2010/1/20,8.6,-3,2.1,3.5,0.8
2010/1/21,4.6,-4.7,-0.1,4,0.7
2010/1/22,-0.9,-5.7,-3.2,0,5
2010/1/23,1.6,-4,-1.2,0,5.2
2010/1/24,2.6,-5.7,-0.9,0,4.6
2010/1/25,1.6,-2.3,-0.2,11,0
2010/1/26,-0.5,-4.4,-2.3,0,4.1
2010/1/27,4.5,-1.8,1.6,1,1.2
2010/1/28,4.6,-3.8,1.4,2.5,0.7
2010/1/29,2.2,-3.7,-0.7,0.5,6.9
2010/1/30,1.4,-5.7,-0.7,1.5,0
2010/1/31,5.3,-8.2,-1.9,5,1.9
2010/2/1,4,-3.8,-0.4,0,4.1
2010/2/2,-0.6,-9.7,-4.6,4,5.7
2010/2/3,-4.4,-12.3,-7.5,0,9
2010/2/4,-3.9,-14.2,-8.4,0,3.4
2010/2/5,-2.7,-17.1,-9.6,0,4.7
2010/2/6,-5.9,-11,-8.2,5,2
2010/2/7,2.2,-13.7,-3.6,0,4.2
2010/2/8,3.8,-10.7,-0.7,0,4.9
2010/2/9,8.4,0,2.9,0.5,3.4
2010/2/10,1.9,-3.7,-0.7,0,0.1
2010/2/11,0.6,-5.6,-2.3,4,5.5
2010/2/12,-0.5,-8.5,-4.4,0,3.1
2010/2/13,-1.4,-11,-6.1,0,4.3
2010/2/14,1.1,-13.3,-5.1,0,7
2010/2/15,2,-3.5,-1.4,0,2.3
2010/2/16,-0.3,-9.7,-4.4,0,6.1
2010/2/17,-0.7,-11.8,-6.3,0,4.8
2010/2/18,2.4,-12.9,-4.4,0,6.5
2010/2/19,2.6,-4.2,-0.7,0,4.4
2010/2/20,0.1,-5.6,-2.9,0,2.7
2010/2/21,1.2,-8.4,-3.3,0,8.3
2010/2/22,3.5,-11.5,-2.4,5,2.1
2010/2/23,7.2,-4.2,3.1,0,10
2010/2/24,9.7,-7.2,1.4,0,9.4
2010/2/25,12.4,3,6.8,0,5.6
2010/2/26,6.5,2.9,4.4,1,0
2010/2/27,9.1,-1.6,3.5,0,7.8
2010/2/28,3.7,-2.6,0.1,0,0.7
2010/3/1,4,-2,0.7,3,1.5
2010/3/2,1,-2.4,-0.8,1,0
2010/3/3,6.5,-4,0.8,0,8.2
2010/3/4,4.8,-6.1,-0.4,4.5,5.5
2010/3/5,9.6,0.2,4.7,16,1.3
2010/3/6,7.6,0.9,4.3,0,0
2010/3/7,3.8,-1.9,0.6,0,3.6
2010/3/8,3,-3.8,-1.1,0,8.4
2010/3/9,0.4,-6.6,-2.8,2.5,1.2
2010/3/10,0,-2.7,-1.3,15,0
2010/3/11,5.2,-3.5,0.7,0.5,7
2010/3/12,7,-8.2,1.7,0,9.4
2010/3/13,6.9,-1.5,3.4,1.5,7.1
2010/3/14,5.7,-1.9,1.2,0,9.6
2010/3/15,7.8,-4.6,3,2.5,5.2
2010/3/16,10.2,-0.9,5.6,19,1.6
2010/3/17,2.6,-2.7,-0.6,0,9.5
2010/3/18,3.8,-4.6,-0.4,0,6.9
2010/3/19,7.1,-7.9,0.4,0,9.7
2010/3/20,8,2.4,5.8,0,0.6
2010/3/21,9.9,-1.2,4.6,7.5,1.4
2010/3/22,5,-2,1.4,0,5.9
2010/3/23,5.7,0.4,3.1,0,0.5
2010/3/24,7.8,-0.2,3.3,0,2.3
2010/3/25,1.1,-1,0,12.5,0
2010/3/26,3.6,-3.1,0.3,0,10
2010/3/27,1.6,-7.4,-2.8,1,6.8
2010/3/28,3.5,-13.1,-3.7,0,10.1
2010/3/29,4.4,-4.6,-1.4,0,6.3
2010/3/30,5.5,-8.6,-0.4,0,9.2
2010/3/31,8.2,-2.4,4,0,1.5
2010/4/1,7.5,3.8,5.7,9.5,0
2010/4/2,8.4,1.6,5.8,1,1.2
2010/4/3,7.5,-0.4,3,1.5,4.3
2010/4/4,10.7,-1.3,4.5,0,10.3
2010/4/5,12,3.2,6.7,0,0.4
2010/4/6,16.3,2.1,9,1.5,7.2
2010/4/7,10.2,1.8,6.2,1.5,4.2
2010/4/8,10.3,-0.7,4.3,0,5.4
2010/4/9,12.9,1.5,6.4,0,6.1
2010/4/10,18.2,3.7,10.9,0,4.1
2010/4/11,15.2,5.3,10.2,2,6.9
2010/4/12,6.8,2.2,4.2,0.5,0
2010/4/13,12.3,3.2,7.7,3.5,0.5
2010/4/14,5.2,0.3,2.8,0,2.5
2010/4/15,7.1,-3.3,2.6,0,3.5
2010/4/16,9.7,-4.3,3,0,8.4
2010/4/17,5.3,-0.2,1.9,1.5,0
2010/4/18,9.8,-0.4,3.8,0.5,5.4
2010/4/19,9.3,-1.5,4.7,0,2.7
2010/4/20,18.5,2.9,11.1,0,2
2010/4/21,15.5,5.2,10.4,0,10.2
2010/4/22,8.5,1.5,4.5,4.5,0
2010/4/23,6.5,1.1,3.4,1.5,0
2010/4/24,11.5,-0.5,4.6,0,4
2010/4/25,12.8,-1.6,5.7,2,8.7
2010/4/26,15.1,-0.9,7.5,0,11.3
2010/4/27,12.6,4.6,7.7,0,7.7
2010/4/28,11.5,7.3,9.3,10.5,0
2010/4/29,14,6.9,9.8,5,1.3
2010/4/30,12.1,5.5,8.1,6,3
2010/5/1,11.9,4.8,8.7,0.5,4.7
2010/5/2,16.6,4.3,11.6,0,6.9
2010/5/3,21.9,5.8,15.8,0,9.7
2010/5/4,21.3,14.7,17.9,0,8.3
2010/5/5,26.5,7.7,17.7,0,10.8
2010/5/6,26.4,9.4,18.4,0,7
2010/5/7,16.4,11.7,14.5,11,0.2
2010/5/8,15.9,7,12.2,0,1.9
2010/5/9,15.8,4.4,10,0.5,2.4
2010/5/10,18.5,1.1,11,0,8.9
2010/5/11,20.7,7.9,12.8,18.5,3.2
2010/5/12,12.3,8,10.2,33.5,0
2010/5/13,10.6,6.9,8.5,0.5,0
2010/5/14,11.2,6.5,8.5,0.5,0
2010/5/15,17.9,6.3,12,0,11.7
2010/5/16,19.5,7.5,13.1,0,9.5
2010/5/17,24.5,4.5,15.7,0,12.8
2010/5/18,27.3,8.9,17.9,0,7.6
2010/5/19,23.7,13.3,17.3,2,1.8
2010/5/20,16.9,14.7,15.8,3,0
2010/5/21,25.1,11.4,17.9,0,11.4
2010/5/22,28.1,8.7,18.4,0,13
2010/5/23,20.8,12.8,16.2,0,6.4
2010/5/24,15.8,13.5,14.8,25,0
2010/5/25,18.7,10.1,14.3,1,2.6
2010/5/26,10.1,6,7.9,4,0
2010/5/27,10.7,5.7,9,3,0
2010/5/28,12,9.5,10.6,0,0
2010/5/29,14.1,7.1,10.6,0,0.9
2010/5/30,20.2,6.6,12.7,0,10.5
2010/5/31,22.2,4.1,13.9,0,13.9
2010/6/1,24.8,5.2,15.6,0,11.5
2010/6/2,25.1,9.6,16.8,0,9.5
2010/6/3,26.2,9.4,17.8,0,11.2
2010/6/4,20.2,10.7,14.5,5.5,3.2
2010/6/5,21.8,11.8,14.8,0.5,4.2
2010/6/6,25.6,9.6,17.3,0,10.6
2010/6/7,30.2,11.1,20.7,0,10.7
2010/6/8,26.1,12.9,19.8,0,8.5
2010/6/9,27.2,14.6,20.9,0,10.2
2010/6/10,26.3,15.7,20.1,0,2.2
2010/6/11,25.6,17.4,20.6,0,7.8
2010/6/12,29.2,17.1,22.1,0,10.2
2010/6/13,27.2,14.9,21.7,0,7.3
2010/6/14,22,16.1,19.2,0.5,0.5
2010/6/15,27.7,16,21.5,0.5,6.7
2010/6/16,20.6,17.3,19,24.5,0.1
2010/6/17,24.6,17.7,21.2,0,7.9
2010/6/18,26.4,15.2,21.7,0,2.3
2010/6/19,28.9,18.1,23.1,1,4.8
2010/6/20,23.8,19.8,21.9,10,1.6
2010/6/21,26.6,19.2,22.5,0,1.6
2010/6/22,27.5,18.8,23.6,0,6.9
2010/6/23,22.6,17.9,20.6,42,0
2010/6/24,25.3,15.7,19.9,4,6.9
2010/6/25,29.7,16.3,23.1,0,13.5
2010/6/26,32,16.2,24.3,0,11.3
2010/6/27,28,19.8,23.4,23.5,1.1
2010/6/28,25.8,19.7,22.8,21,0.3
2010/6/29,28.3,18.6,22.1,1,3.7
2010/6/30,22.6,19.9,21.3,37,0
2010/7/1,29,20.6,24.3,20,5.7
2010/7/2,30.9,21,24.4,26.5,6
2010/7/3,29.4,20.3,23.1,25,4.5
2010/7/4,28.8,19.8,23,0,6.2
2010/7/5,29.4,20.1,24.2,0,6.9
2010/7/6,29.3,20.5,24.3,0,5.7
2010/7/7,29.3,20.8,24.6,0,7
2010/7/8,29.7,20.5,24.5,0,10.1
2010/7/9,29.1,21.8,24.6,0.5,2.9
2010/7/10,24.5,19.6,21.5,19,1.2
2010/7/11,25.8,18,22.2,19,4.8
2010/7/12,24.1,16.6,21.3,47,1.5
2010/7/13,22.6,14.4,19.3,0,3.1
2010/7/14,19.7,18.1,19,16,0
2010/7/15,26,18.5,21.7,7,0.5
2010/7/16,29.4,21.1,24.3,0,4.5
2010/7/17,31.7,21.3,25.6,1,5.6
2010/7/18,31.4,20.6,25.9,0,6.6
2010/7/19,29.4,22.1,25.7,0,5
2010/7/20,27.5,21.5,25.1,0,1.5
2010/7/21,31.4,19.5,25.3,0,6.2
2010/7/22,30.9,20.2,25.8,0,7.1
2010/7/23,28.4,24.5,26.2,0,2.4
2010/7/24,28.6,21.9,24.9,27,1.5
2010/7/25,28.3,21,24.2,2,2.5
2010/7/26,29.2,20.6,24.9,0.5,9
2010/7/27,29.1,21.9,25.4,0,5.2
2010/7/28,30.3,23.5,26.8,0,9
2010/7/29,27.9,20.2,23.4,55.5,0.9
2010/7/30,25.1,22,23.5,40,0.1
2010/7/31,27.5,23,24.6,6,0.2
2010/8/1,29.7,23.8,26.7,0,1.8
2010/8/2,28.2,20.8,24.9,0,1.5
2010/8/3,29.3,20.2,24.7,1,1.7
2010/8/4,32.3,24.5,27.7,0,3.8
2010/8/5,34.8,23.9,28.5,0,9.3
2010/8/6,34.2,23.4,28.6,0,10.5
2010/8/7,34,23.8,27.9,0,8.5
2010/8/8,33.5,23,27.3,0,8.5
2010/8/9,30.5,23.7,26.2,0,3.1
2010/8/10,32.6,23.1,27,0,7.1
2010/8/11,30.3,24,26.2,5.5,1.9
2010/8/12,27.4,20.7,23.9,98,0
2010/8/13,30.2,19.3,24.7,0,11.5
2010/8/14,23,20.3,21.6,24,0
2010/8/15,28.4,22.2,25.3,8,2.3
2010/8/16,30.1,24.1,26.7,4,5.2
2010/8/17,28.6,23.1,24.9,10,2.4
2010/8/18,30.9,21.9,25.5,0,12
2010/8/19,29.2,19.5,23.9,0,10.6
2010/8/20,26.9,18,23,0,8.8
2010/8/21,30.6,20,24.8,0,7.6
2010/8/22,30.6,20.3,25.2,0,5.6
2010/8/23,31.4,19.9,25.9,0,9.9
2010/8/24,30.9,22.5,26,3,5.8
2010/8/25,30.5,21.7,25,7.5,2.5
2010/8/26,29.7,21.3,24.6,0.5,4.2
2010/8/27,30.8,21.8,25.3,0,3.4
2010/8/28,31.7,21.8,26.3,0,7.6
2010/8/29,32.1,22.6,26.6,0,7.1
2010/8/30,32.6,24,27.3,0,9.1
2010/8/31,31.3,23.5,25.9,20,3.2
2010/9/1,32.7,23.5,26.9,0,8.8
2010/9/2,31.8,23.6,26.7,0,6.4
2010/9/3,28.4,23.1,25.2,1,3.1
2010/9/4,30.5,19.2,25.5,0,7.8
2010/9/5,31.4,16.6,23.9,0,10.3
2010/9/6,31.7,20.7,25.6,0,7.9
2010/9/7,27,19.2,23.8,24.5,0.9
2010/9/8,25.6,16.6,20.5,0,8.3
2010/9/9,25.9,15.2,20,0,9
2010/9/10,28,14,20.5,0,8.6
2010/9/11,20.7,18.7,19.3,57,0
2010/9/12,23.9,17.9,19.7,9.5,0.4
2010/9/13,21.6,17,18.8,21,0
2010/9/14,26.2,13.8,19.9,0,8.2
2010/9/15,26.3,10.9,18.7,0,11.6
2010/9/16,20.2,13.8,17.3,7.5,0
2010/9/17,24,16.8,19.8,5.5,1.1
2010/9/18,26.7,17.5,21,0,5.2
2010/9/19,21.4,18.5,19.6,0.5,0
2010/9/20,24.6,18.3,20.5,3,1.4
2010/9/21,26.1,19.5,21.9,7,4
2010/9/22,20.6,13.2,15.7,20,0
2010/9/23,14.6,11.9,13.3,5.5,0
2010/9/24,17.9,8.8,13.2,0,6.3
2010/9/25,14.9,7,11.5,0.5,0
2010/9/26,20.3,4.3,11.9,0,10.6
2010/9/27,17.4,8.7,13.7,0,0
2010/9/28,18.4,15,16.8,14.5,0
2010/9/29,19.7,12.2,15.4,0,6.6
2010/9/30,21.3,8.1,14.7,0,7.6
2010/10/1,23.9,8.2,16,0,6.3
2010/10/2,23.4,5.7,14.3,0,9.1
2010/10/3,21,11.9,15.8,3.5,0.3
2010/10/4,20,14.2,17.2,9.5,0
2010/10/5,20.5,12.7,16,0,2
2010/10/6,21.6,11.6,16.2,0,3.5
2010/10/7,23.4,12.2,16.8,0,4.9
2010/10/8,22.8,12.8,17.6,0,6.9
2010/10/9,18,14,15.6,7.5,0
2010/10/10,22.5,13.8,17.1,13.5,1.7
2010/10/11,24.6,13.1,18.7,1.5,8.6
2010/10/12,20.7,12.2,16.5,0,1.8
2010/10/13,23.7,14.4,18,0,5.2
2010/10/14,21,11.6,15.2,0,5.1
2010/10/15,14.7,11.5,13.2,52.5,0
2010/10/16,18.6,8.9,13.7,0,2.4
2010/10/17,19,7.8,12.9,0.5,3.1
2010/10/18,16.8,1.7,8.7,0,8.9
2010/10/19,16.8,-0.3,7.5,0,10
2010/10/20,18.4,5.5,11.9,0,4.5
2010/10/21,18,9.3,13.6,0,2
2010/10/22,18.2,6,11.7,0,9.8
2010/10/23,18.2,4.4,9.9,0,7.8
2010/10/24,17.1,6.9,12.8,0,3.4
2010/10/25,18.8,10.2,14.3,0,2.1
2010/10/26,12.2,-0.1,6.2,0.5,1.7
2010/10/27,6.9,-1.1,3.2,0,1.3
2010/10/28,5.3,-0.2,3.1,0,0.4
2010/10/29,14,0.1,6,0,7.6
2010/10/30,12.4,0.9,6.8,0,0.3
2010/10/31,16,8.9,12.4,0,0
2010/11/1,13.3,10.1,11.7,27.5,0
2010/11/2,14.3,5.1,10.2,4,4.2
2010/11/3,8.2,2.9,5.2,0.5,1.9
2010/11/4,7.3,1.5,5.4,0.5,1.8
2010/11/5,14,1.9,7.5,0,7.5
2010/11/6,14.7,1.4,7.6,0,7.9
2010/11/7,12.8,3.3,9,1,0.4
2010/11/8,15.4,6.2,9.8,7,2.6
2010/11/9,11.6,6.4,9.1,13,0.3
2010/11/10,11.9,5.5,8,0,6
2010/11/11,11.3,-1.2,5.7,0,3.7
2010/11/12,11.4,-1.9,5.6,12,0.8
2010/11/13,14.4,3.5,9.4,0,8.5
2010/11/14,15.2,5.4,10,0,0.2
2010/11/15,8.6,1.4,4.2,0,1.2
2010/11/16,4.7,-0.7,2.5,0.5,0.5
2010/11/17,10.1,-3.1,2,0,6.2
2010/11/18,13.8,-2.8,3.8,0,7.6
2010/11/19,13.2,-2.1,3.7,0,3.3
2010/11/20,13.4,-2,3.9,0,5
2010/11/21,15.2,-2.6,5.1,0,8.8
2010/11/22,15,5.8,11.4,4.5,0
2010/11/23,11.4,0.4,6.3,0.5,1.7
2010/11/24,9.3,-3.5,1.9,0,8
2010/11/25,9.6,-4.5,2.1,0,8.7
2010/11/26,10.6,-1.6,5.7,0,0.5
2010/11/27,10,-4.4,2.2,0,8.6
2010/11/28,8,0.1,4.3,2.5,1.6
2010/11/29,2.2,-1.2,0.7,0.5,0
2010/11/30,5.3,-1.3,2.8,3,4.9
2010/12/1,10.8,1.9,6.5,0,4.8
2010/12/2,13.5,2.4,8.6,0,5.9
2010/12/3,13.5,5.4,9.8,38.5,0
2010/12/4,6.3,1.1,4.2,1.5,0.2
2010/12/5,12.7,4.3,9.7,0,2.6
2010/12/6,12.5,7.5,10.1,1.5,0
2010/12/7,7.8,1.3,4.4,0,0
2010/12/8,3.7,-1.4,1.6,0,1.5
2010/12/9,5.1,-2.6,1,2,2.3
2010/12/10,4.6,-4.7,0.3,0,4.1
2010/12/11,8,-1.2,3,3.5,0.2
2010/12/12,5.1,-3.5,0.8,0,6
2010/12/13,2.2,-6.1,-1.4,4.5,0
2010/12/14,7.8,0.4,3,2,2.3
2010/12/15,0.7,-4.5,-1.9,0,4.5
2010/12/16,0.3,-7.4,-3,1,3.5
2010/12/17,1.8,-8.4,-2.4,0,6.7
2010/12/18,3.2,-3.1,-0.3,3.5,3
2010/12/19,2.9,-8.3,-2.2,0,7.8
2010/12/20,7.6,-0.4,3.1,1,1.3
2010/12/21,6.3,-5.1,0.6,0,7.2
2010/12/22,5.9,-0.3,3,18,0
2010/12/23,5.4,0.7,2.9,14.5,0.4
2010/12/24,2.2,-6.1,-1.6,0,1.8
2010/12/25,-2.5,-6.3,-4.1,1,0
2010/12/26,1.7,-3.5,-1.2,1,3.2
2010/12/27,0.2,-6.3,-3.2,0.5,0.3
2010/12/28,0.3,-3.7,-1.1,2.5,0
2010/12/29,3.8,-5.4,0.3,0,0.9
2010/12/30,1.3,-5.7,-1.6,0,5.5
2010/12/31,0.9,-2.5,-0.3,99,0
2011/1/1,1,-5,-0.9,4.5,2.9
2011/1/2,1.8,-8.5,-3.4,0,5.1
2011/1/3,0.2,-14.4,-5.9,0,5.6
2011/1/4,1.4,-4.8,-1.3,0,0.7
2011/1/5,0.6,-4.5,-1.5,1.5,0.1
2011/1/6,-1.3,-7.3,-3.9,0,2.4
2011/1/7,-3.5,-8.9,-5.8,0,5.5
2011/1/8,-0.2,-10.6,-3.6,1.5,1.5
2011/1/9,-1.6,-10.8,-4.9,3.5,0
2011/1/10,-2.6,-9.9,-5.8,0,6.1
2011/1/11,-1.4,-14.5,-6.8,0,7.3
2011/1/12,-2.1,-15.4,-8.1,6.5,0.4
2011/1/13,-3.1,-8.9,-6,0,6.3
2011/1/14,-1.7,-11.9,-5.6,0,5.6
2011/1/15,-2.3,-12.1,-7.3,0,2.6
2011/1/16,0.2,-17,-7.4,0,6.9
2011/1/17,1.6,-5.8,-2.2,0,4.1
2011/1/18,2,-4.5,-1.3,0,4.9
2011/1/19,-0.4,-6.2,-2.7,0,3.4
2011/1/20,-2.2,-8.9,-4,0,1.4
2011/1/21,0.5,-9.1,-3.4,0,7.2
2011/1/22,0.9,-5.1,-2.5,0,5.9
2011/1/23,1.1,-11.1,-4.7,0,4.3
2011/1/24,-0.4,-11.3,-6,0,1.1
2011/1/25,3,-14,-6.3,0,7
2011/1/26,2.3,-11,-3.9,0,6.4
2011/1/27,1.7,-12.3,-4.3,1,8.7
2011/1/28,1,-7.8,-3.4,0,7.3
2011/1/29,-1.3,-10.5,-5.7,0,4.9
2011/1/30,-3.8,-13.1,-8.4,1.5,1.3
2011/1/31,-0.9,-16.2,-6.8,0,4.4
2011/2/1,-0.5,-8.8,-3.5,0,2.9
2011/2/2,4.1,-15.7,-6.3,0,8.7
2011/2/3,1.9,-11.8,-4.7,0,3.6
2011/2/4,5.1,-7,-0.6,0,2.5
2011/2/5,5.8,-7.6,0.5,1,5.1
2011/2/6,3.4,-12.6,-2.9,0,5.3
2011/2/7,2.6,-4.2,-0.6,2,3.6
2011/2/8,1,-8,-2.4,0,8.8
2011/2/9,-0.1,-9.3,-3.9,2.5,0.2
2011/2/10,0.8,-6.4,-2.9,0,4.3
2011/2/11,0.4,-7.4,-3.9,0,3
2011/2/12,0.1,-5.6,-2.6,0,0
2011/2/13,2.8,-8.5,-2.7,0,6.9
2011/2/14,1.9,-12,-4.1,0,5.4
2011/2/15,3,-4.8,-0.9,1,5
2011/2/16,5.3,-3.1,2.2,0,4.6
2011/2/17,5.5,-3.4,1.4,0,0.2
2011/2/18,4.5,-1.7,1.1,11,0.8
2011/2/19,2.2,-3.6,-0.8,0,7.6
2011/2/20,6.3,-6.4,-0.4,0,9
2011/2/21,5.1,-10.2,-3,0,10
2011/2/22,9.1,-10.2,-0.8,0,9.9
2011/2/23,6.9,-2.7,2.3,0,7.8
2011/2/24,9.4,1.6,5.3,1.5,3.6
2011/2/25,8.2,-3.2,3.4,10.5,8
2011/2/26,2.1,-6,-2.1,0,9
2011/2/27,3.7,-7.8,-1.3,0,4.4
2011/2/28,4.2,-2.4,0.5,0,3.5
2011/3/1,1.3,-1.4,0.3,0,0
2011/3/2,3.8,-5.4,-0.6,0,7
2011/3/3,-2,-9.7,-5.3,0,4.3
2011/3/4,0.9,-10.9,-5.2,0,6.2
2011/3/5,3.8,-9.3,-1.8,0,5.5
2011/3/6,6.5,-0.2,2.6,0,4.9
2011/3/7,4.5,-3.4,1,0,0.5
2011/3/8,2.6,-4.3,-1.2,0,4.8
2011/3/9,1.6,-4.9,-1.5,0,6.4
2011/3/10,1.2,-6.9,-3,0.5,5.2
2011/3/11,2.3,-3.9,-1.5,0.5,4.5
2011/3/12,5.9,-4.8,0.3,0.5,8
2011/3/13,10.1,-1.5,5.5,0,1.1
2011/3/14,12.6,0.8,6.6,0,3.6
2011/3/15,5.2,-1.6,1,5,0
2011/3/16,1.3,-5.2,-1.4,2,0.3
