年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
1978/7/13,29.5,21,24.9,0,11
1978/7/14,29.6,20.8,24.5,0,11.3
1978/7/15,29.7,20.6,24.6,0,9
1978/7/16,27.8,19.5,23.1,0,10.3
1978/7/17,30.6,17.7,24.2,0,10.3
1978/7/18,29,20.1,24.2,0,7.6
1978/7/19,28.7,21,24,1,5.7
1978/7/20,30.8,21.1,25,0,7.7
1978/7/21,29.2,19.9,24.7,0,11.7
1978/7/22,31.2,18.3,24.5,0,8.1
1978/7/23,32.2,14.9,23.8,0,13.3
1978/7/24,32.3,17,24.5,0,11.8
1978/7/25,32.9,18.1,25.7,0,10.8
1978/7/26,33.8,19,26,0,10.4
1978/7/27,33.3,19.3,25.5,10,10.1
1978/7/28,31.7,21.3,26.2,0,9.8
1978/7/29,33.6,22.8,27.1,0,9.2
1978/7/30,34.7,22.8,27.3,0,7.7
1978/7/31,29.4,22.6,25.3,0,6.2
1978/8/1,32.3,22.4,26.9,0,10.4
1978/8/2,35.2,21.6,28.1,0,11.2
1978/8/3,31.6,23.5,26.8,17,7.7
1978/8/4,25.8,18.7,23.6,1,2.3
1978/8/5,31.1,18,24.2,0,12.9
1978/8/6,31.6,16.8,23.9,0,12.6
1978/8/7,31.9,16.5,24.3,19,11.4
1978/8/8,29.8,20.7,23.9,23,6.6
1978/8/9,28.9,19.6,23.4,9,7.1
1978/8/10,27.3,19.9,23.3,0,5.4
1978/8/11,30.1,22.8,26.1,0,10.4
1978/8/12,30,20.6,25.4,0,5.9
1978/8/13,32.1,19.1,25.4,0,11.4
1978/8/14,28.6,21.5,24.1,4,2.1
1978/8/15,25.1,19.8,22.7,37,1.1
1978/8/16,22.5,19.5,20.9,15,0
1978/8/17,23.7,17.7,21,19,0.3
1978/8/18,26.7,15.1,21,0,11.9
1978/8/19,27.8,18.8,22.7,0,7.1
1978/8/20,31.5,21.9,26,0,9.9
1978/8/21,29.3,20.9,24.3,0,3.7
1978/8/22,28.5,17.1,23.4,0,5.7
1978/8/23,27.6,14.4,22.8,0,8.4
1978/8/24,25,13.8,21.2,0,10
1978/8/25,27.1,11.2,19.5,0,10.1
1978/8/26,27.8,18,22.2,0,10.7
1978/8/27,29.1,17.6,22.7,0,9.2
1978/8/28,29.3,18.9,23.1,0,8.5
1978/8/29,28.5,18.5,23.3,0,7
1978/8/30,24.5,18.1,20.7,1,3.9
1978/8/31,24.9,16.2,18.9,8,6.4
1978/9/1,23.6,12.9,18.1,0,6.6
1978/9/2,25.3,9.8,17.6,0,9.5
1978/9/3,21.1,13.8,18,9,0.3
1978/9/4,23.8,16.4,19.7,1,3.3
1978/9/5,18.9,12.2,15.7,0,0
1978/9/6,22,10.7,14.5,0,4.4
1978/9/7,21.6,8.7,14.6,0,9.9
1978/9/8,23.1,5.8,15.2,0,10.3
1978/9/9,25.1,15.7,19.2,0,5.3
1978/9/10,23.2,16.9,19,8,0
1978/9/11,22.4,12.3,17.2,0,6.4
1978/9/12,22.1,10.1,15.4,0,6.2
1978/9/13,18.5,8.7,14,0,0.4
1978/9/14,20.8,13.1,16.8,0,5.2
1978/9/15,22.3,13,17.4,4,1.6
1978/9/16,18.2,16.4,17.2,51,0
1978/9/17,21.8,16.2,18.2,14,2.3
1978/9/18,24.3,12,18.8,0,10
1978/9/19,21.6,15.4,18.5,0,4.9
1978/9/20,21.4,15.7,18.1,2,0.5
1978/9/21,22.8,11.3,17.2,0,5.8
1978/9/22,22.3,9,14.6,0,9.8
1978/9/23,17.7,8.2,13.8,0,0.1
1978/9/24,24.2,12,18.4,0,7.8
1978/9/25,25.4,8.7,17,0,11.1
1978/9/26,18.2,10.8,14.5,9,0.6
1978/9/27,21.3,6.5,13.4,0,7.3
1978/9/28,21.1,4.3,12.7,0,9
1978/9/29,15.4,13.2,14.1,10,0
1978/9/30,24.6,10.6,16.8,0,10.6
1978/10/1,25.3,10.4,17.4,0,9.2
1978/10/2,27,10.2,17.7,0,8.3
1978/10/3,25.6,6.8,14.5,0,9.3
1978/10/4,17.3,6.1,12.1,0,1.7
1978/10/5,18.7,3.7,11.1,0,8.3
1978/10/6,15.9,5.2,10.3,0,3.9
1978/10/7,15.4,1.6,7.9,0,8.6
1978/10/8,18.1,-1.6,7,0,10.4
1978/10/9,18.4,-1.4,10,0,9.3
1978/10/10,18.8,5,13.1,4,0.3
1978/10/11,15.8,4,10.1,0,3.5
1978/10/12,11,7.1,8.5,4,1.4
1978/10/13,10.4,4.8,7.5,0,9
1978/10/14,15.4,1.2,7.3,0,6.4
1978/10/15,15.6,0.2,8.9,0,7.7
1978/10/16,16.3,9.2,12.4,2,3.1
1978/10/17,15.3,0.4,9,0,10.2
1978/10/18,15.7,-1.9,6,0,10.1
1978/10/19,15.1,0.8,8,0,1.7
1978/10/20,18.3,6.9,11.3,0,5.9
1978/10/21,14.5,3.8,9.4,2,2.9
1978/10/22,13.6,2.2,6.9,0,7
1978/10/23,14.4,-0.2,6.3,0,8
1978/10/24,15.8,-0.7,7.4,2,4
1978/10/25,18.9,2.5,11.2,3,4.9
1978/10/26,17.7,-1.2,9.3,0,8.5
1978/10/27,10.2,5.5,7.1,39,2.1
1978/10/28,7.5,5.6,6.3,8,0.3
1978/10/29,10.8,5.8,7.9,37,0
1978/10/30,12.6,1,7.6,0,6.2
1978/10/31,14.3,-1.7,6,0,9.1
1978/11/1,12.6,4.2,8.5,0,1.5
1978/11/2,11.8,-0.2,4.7,1,5.8
1978/11/3,9.6,-1.4,3.2,0,6.9
1978/11/4,12.6,-4,2.7,0,9.1
1978/11/5,14.1,-4,3.4,0,9.3
1978/11/6,16.4,-3.2,5.4,0,8.8
1978/11/7,16.1,-1.4,5.9,0,8.4
1978/11/8,15.1,-3.9,4.7,0,9.1
1978/11/9,10.7,2.7,5.9,2,4.3
1978/11/10,8.2,-1.5,4.4,0,2.8
1978/11/11,14.1,2.4,7.2,0,6.5
1978/11/12,9.3,-1.8,3.7,0,8.8
1978/11/13,5.1,-2.1,1.4,8,0
1978/11/14,10.8,3.5,7.2,5,2.8
1978/11/15,10.6,6.4,8.6,4,0.1
1978/11/16,8.7,-2.1,4.7,0,5
1978/11/17,5.8,-2.4,1.3,0,0.1
1978/11/18,9.8,-1.6,4.6,0,4.1
1978/11/19,12,5,8.5,5,1.8
1978/11/20,6.3,3.4,4.6,0,2
1978/11/21,6.5,2.9,4.3,0,7.8
1978/11/22,5.9,2.8,4.2,0,8.5
1978/11/23,7.9,0.2,4.1,0,8.4
1978/11/24,8,-3.1,2,0,3.7
1978/11/25,8.2,-5.2,0.2,0,7.9
1978/11/26,8.2,-4.5,0.6,0,7.9
1978/11/27,6,-2.8,2.9,1,0
1978/11/28,9.2,4.4,6.6,4,0.4
1978/11/29,9.2,-0.2,4.3,0,5.2
1978/11/30,8,-1,3.4,0,2.1
1978/12/1,9.8,1.3,4.5,0,5.9
1978/12/2,6.8,1.2,4.9,11,0.6
1978/12/3,3.9,-3.2,1.7,2,7
1978/12/4,4.7,-4,1.4,6,0.5
1978/12/5,3.5,-3,-0.8,1,3.2
1978/12/6,1.1,-3,-0.6,0,5.7
1978/12/7,2.7,-4.1,0.9,7,1.2
1978/12/8,10.6,0.7,5.1,20,3.5
1978/12/9,8.7,-0.4,4.6,0,2
1978/12/10,8.6,1.9,6,13,0
1978/12/11,2.1,-0.9,0.3,0,5.6
1978/12/12,6.1,0.2,3.7,0,3.2
1978/12/13,13,4.6,8.1,0,3.7
1978/12/14,12,-0.8,6.1,0,4.8
1978/12/15,8.4,-2.5,4.3,3,1.3
1978/12/16,6.8,-6.1,1.1,0,7.8
1978/12/17,8,-0.2,3.1,0,2.2
1978/12/18,0.9,-5.1,-1.3,0,1.5
1978/12/19,1.4,-7.4,-3.2,0,6.7
1978/12/20,-0.3,-9.3,-4.7,0,8.3
1978/12/21,2.7,-7.6,-2.2,0,7.3
1978/12/22,6.3,-4.4,0.9,0,4.5
1978/12/23,8,-5.9,-0.5,0,7.5
1978/12/24,5.1,-0.6,1.6,2,0.8
1978/12/25,6.2,-3.2,0.7,0,8.2
1978/12/26,6.5,-4.2,1.6,0,3.6
1978/12/27,8,1.4,4.7,0,4
1978/12/28,7.4,-2.6,3.9,1,6.1
1978/12/29,0.5,-4.7,-2.1,0,0.7
1978/12/30,-2.5,-6.4,-4.6,0,6.2
1978/12/31,1,-4.3,-1.7,0,3.9
1979/1/1,3.6,-5.1,0.1,0,6.5
1979/1/2,4.6,-1.4,1.2,0,5.5
1979/1/3,7.4,-1,2.6,0,3.9
1979/1/4,6.9,-3.1,2.1,0,2.4
1979/1/5,2.9,-3.6,-0.1,1,0.2
1979/1/6,2.8,-3.9,-0.9,0,7.9
1979/1/7,5,-3.6,0.8,2,3
1979/1/8,9.2,-3.7,4.2,1,4.4
1979/1/9,8.3,-3.5,4.3,0,5.3
1979/1/10,9.6,-4.1,2.2,0,0.9
1979/1/11,-0.6,-6.7,-4,0,6.6
1979/1/12,-0.9,-6.3,-4.1,0,7.9
1979/1/13,-0.5,-6.5,-4.3,0,5.9
1979/1/14,-1.4,-8.6,-4.8,0,4
1979/1/15,-1.6,-5.7,-4,0,1.7
1979/1/16,-0.9,-4.6,-2.6,0,2.3
1979/1/17,2.6,-5.6,-0.5,1,0.7
1979/1/18,1.1,-2.4,0,11,0
1979/1/19,-3.2,-12,-7.4,1,7
1979/1/20,-0.1,-11.1,-4.2,0,3.9
1979/1/21,-1.7,-13.5,-6.4,8,0.2
1979/1/22,-2.7,-9.6,-5,1,5.8
1979/1/23,0,-9.7,-4.4,0,2.9
1979/1/24,1.3,-15.5,-6.8,1,5.3
1979/1/25,3.1,-11.4,-1.7,0,3.6
1979/1/26,5.3,-0.8,2.4,2,1.9
1979/1/27,1.7,-7.7,-2.9,0,5.4
1979/1/28,-4.2,-10.1,-7,0,7.9
1979/1/29,-1.8,-12.4,-6.8,0,8.9
1979/1/30,0.4,-6.4,-2.6,26,0
1979/1/31,2.7,-1.5,0.4,3,4.7
1979/2/1,6,0.3,2.7,28,0
1979/2/2,2.3,-2.4,-0.2,0,2.7
1979/2/3,2.7,-2.3,0.7,1,5.6
1979/2/4,1.7,-4.7,-0.8,4,2.1
1979/2/5,0.1,-8.4,-3.6,0,8.8
1979/2/6,2.8,-2.7,-0.1,28,0.2
1979/2/7,3,-1,0.2,1,5.5
1979/2/8,-0.1,-6.9,-2.2,0,7.8
1979/2/9,1.1,-12.5,-6,0,9.2
1979/2/10,3,-14.6,-4.2,0,0
1979/2/11,5.5,-1.3,1.9,0,8.3
1979/2/12,0,-2,-0.9,0,9.1
1979/2/13,4.3,-8.9,-1.3,0,9.6
1979/2/14,6.4,-9.1,-0.8,0,3.8
1979/2/15,1.3,-4.5,-1.2,5,7.2
1979/2/16,-2.8,-7.1,-4.7,1,6.7
1979/2/17,3.7,-6.1,-1,0,8.1
1979/2/18,1.6,-2.5,-0.5,1,6.2
1979/2/19,-0.4,-4.9,-2.4,2,5.6
1979/2/20,4.4,-10.4,-1.8,0,9.9
1979/2/21,11.4,-2.7,4.9,1,7.6
1979/2/22,4.3,-2.9,0.3,0,8.9
1979/2/23,3,-5.1,-0.6,0,0.4
1979/2/24,2,-1,0.6,0,0.2
1979/2/25,0.7,-5.1,-1.6,0,3.4
1979/2/26,2.8,-8.1,-1.5,1,1.6
1979/2/27,6.4,0.7,2.3,0,4.5
1979/2/28,3.1,-1.4,0.7,0,6.5
1979/3/1,2.6,-2.9,-0.7,0,6.2
1979/3/2,1.2,-4.1,-1.5,0,7.5
1979/3/3,3.1,-7.4,-2.2,0,6.1
1979/3/4,4,-8.7,-2.4,0,9.6
1979/3/5,6.1,-7.6,-0.5,0,9.8
1979/3/6,6.9,-1.1,1.9,0,6.6
1979/3/7,4.7,-4.8,0.7,0,9.5
1979/3/8,7.8,-7.6,0.8,0,8.3
1979/3/9,8.1,-1.3,2.8,0,6.1
1979/3/10,5.5,-2.3,1.4,2,0.4
1979/3/11,2.7,-1.6,0.7,0,9.2
1979/3/12,3.5,-2.7,0.1,0,8.2
1979/3/13,5.6,-6.1,-0.5,0,9.8
1979/3/14,6,-4.2,0.9,1,8
1979/3/15,7.3,-3.8,0.7,0,7.3
1979/3/16,5.8,-4.5,0.6,0,8.6
1979/3/17,9.8,-1.8,2.3,2,5.9
1979/3/18,2.5,-3.6,-0.5,1,9.5
1979/3/19,8.1,-6.8,1.8,0,11
1979/3/20,13,-0.7,4.7,0,8.8
1979/3/21,4.6,-4.4,0.2,0,10.5
1979/3/22,1.4,-4.8,-1.6,1,1.7
1979/3/23,4.5,-4,-0.3,0,10.6
1979/3/24,2.7,-5.2,-1,21,0
1979/3/25,7.1,0.3,3.2,4,4
1979/3/26,10.9,0.7,5.7,0,11.1
1979/3/27,9.5,-0.4,4.7,0,11.4
1979/3/28,10.6,-1.5,4.8,0,7.2
1979/3/29,15.2,1,6.4,0,8.5
1979/3/30,12.1,5.3,8.4,31,0.2
1979/3/31,14,1,3.9,13,2.6
1979/4/1,7.1,-2.3,2.4,1,9.3
1979/4/2,4.4,-3.9,0.2,6,0.6
1979/4/3,4.8,0.2,1.9,27,1.4
1979/4/4,3.8,-3.3,1.4,0,6.8
1979/4/5,7.5,-5,1.5,0,10.8
1979/4/6,13.1,-2.7,4.4,0,11.8
1979/4/7,16.3,-3.3,6.6,0,11.3
1979/4/8,16.3,8.7,12.4,27,3.1
1979/4/9,13.2,4.3,9.4,5,6.7
1979/4/10,10.4,1.9,7,1,7.7
1979/4/11,15.9,4.9,11.3,0,11.2
1979/4/12,5,0,2.4,4,5.5
1979/4/13,10.9,-1.1,4.5,0,11.7
1979/4/14,9.4,2.7,5.4,2,1.2
1979/4/15,9.7,1.3,4.9,2,3.8
1979/4/16,8.7,-0.7,4.7,13,1.9
1979/4/17,5.8,1.6,3.3,15,1.3
1979/4/18,8.4,0.7,4.2,0,8.3
1979/4/19,13.7,1.4,7.3,0,10.9
1979/4/20,16.6,1.2,7.6,0,9
1979/4/21,9.8,0.7,4.6,0,5.5
1979/4/22,11.9,-0.2,6.6,0,9.3
1979/4/23,14.4,3.5,10.4,0,1.7
1979/4/24,13.5,11.7,12.8,3,0
1979/4/25,19.1,3.1,12.6,0,10
1979/4/26,17.1,0.2,8.5,0,11.1
1979/4/27,6.2,0.4,2.4,16,0
1979/4/28,13,0.5,6.3,0,8.5
1979/4/29,14.3,6.5,9.6,3,2.4
1979/4/30,8.9,5.8,7.7,26,0
1979/5/1,14.1,4,9.5,1,6
1979/5/2,14.7,2,8.2,0,4.9
1979/5/3,12.7,0.4,6.8,2,5.4
1979/5/4,20.2,-0.8,10.9,0,11.7
1979/5/5,22.9,3.4,13.9,0,11.8
1979/5/6,25,5.2,15.8,0,10.9
1979/5/7,19.5,11.6,14.9,0,1.5
1979/5/8,14.1,10.3,11.9,12,0
1979/5/9,19.4,9.5,14,0,7.8
1979/5/10,22,5.8,14,0,12
1979/5/11,18.5,7.3,12.7,5,5.2
1979/5/12,14.1,4.9,9.8,0,10.3
1979/5/13,18.2,4,11.3,0,8.6
1979/5/14,13.8,3.1,8.2,0,1.5
1979/5/15,10.2,5.1,7.6,1,0.1
1979/5/16,8.8,5,6.5,3,0.2
1979/5/17,12.4,5,9,4,0
1979/5/18,13.8,7.6,10.8,0,6
1979/5/19,17.5,7.8,12.1,0,4.2
1979/5/20,19.7,4.1,12.2,0,9.5
1979/5/21,23.2,3.8,15.6,0,11.9
1979/5/22,23.6,9.4,17.6,0,13
1979/5/23,21.7,5.4,14.3,0,13.3
1979/5/24,24.8,6.9,15,0,10.5
1979/5/25,23,6.7,15.8,0,12.2
1979/5/26,24.3,12.9,16.7,4,5.2
1979/5/27,23.6,10.6,14.7,8,5.1
1979/5/28,20.4,7,13.7,0,9.7
1979/5/29,14.2,4.4,9.6,0,1.2
1979/5/30,17.4,8.6,12.4,0,3.7
1979/5/31,21.4,8.2,14,0,12.1
1979/6/1,23.9,5.6,14.7,0,8.8
1979/6/2,25.3,9.1,17,0,8
1979/6/3,24.1,11.2,17.2,0,5.9
1979/6/4,25.7,14.7,19.2,0,8
1979/6/5,25.9,15.5,19.6,0,7.5
1979/6/6,27.1,14.4,19.9,0,12.1
1979/6/7,25.4,15.6,19.7,0,4.1
1979/6/8,22.5,17.4,19.2,11,1
1979/6/9,21,17.2,19,8,0.4
1979/6/10,26.2,17.9,21.3,0,8.5
1979/6/11,21,14.6,17.7,5,0.2
1979/6/12,19.5,12.1,16.7,0,0.9
1979/6/13,22.4,9.4,16.2,0,10.9
1979/6/14,19,11,16,0,1.9
1979/6/15,27.4,15.2,21.1,0,11.2
1979/6/16,21.3,17.3,19,5,0.3
1979/6/17,27.5,18.7,22.6,0,7.4
1979/6/18,23.1,18.7,20.3,14,0.4
1979/6/19,23,17,19.7,8,4
1979/6/20,23,16.4,19.9,27,0
1979/6/21,23,19.1,21.5,2,0
1979/6/22,28.1,18.5,22.7,0,3.8
1979/6/23,25.3,21,22.4,3,1.9
1979/6/24,23.6,19.6,21.2,0,4.2
1979/6/25,25.7,14.1,21,3,8.9
1979/6/26,20.9,18.7,19.9,32,0
1979/6/27,24.3,20.6,22.1,14,7.3
1979/6/28,25.4,19.6,21.9,30,3.6
1979/6/29,21.2,16.6,19.1,0,0.1
1979/6/30,23.6,15.6,19.5,0,3
1979/7/1,25.3,18,20.6,1,2.6
1979/7/2,22.2,19,20.2,8,0.1
1979/7/3,20.1,12.6,17,0,9.7
1979/7/4,21.4,10,16.5,0,4.7
1979/7/5,17.4,14.8,16.3,7,0.4
1979/7/6,27.2,10.7,18.9,0,10.1
1979/7/7,27.9,17.3,21.8,0,8.7
1979/7/8,25.7,16.6,20.7,10,4.5
1979/7/9,27.7,15,21.1,0,10.1
1979/7/10,28.9,14.6,21.5,0,10.2
1979/7/11,21.7,18.1,19.4,10,0
1979/7/12,20.3,17.7,19.1,0,0.6
1979/7/13,27,15.3,20.7,0,10.3
1979/7/14,20.9,14,17.8,0,0.4
1979/7/15,22.9,15.1,18,1,2.4
1979/7/16,22.8,14.2,17.7,0,10.1
1979/7/17,24.6,10.5,17,0,12.3
1979/7/18,21.7,12.9,17,0,4.9
1979/7/19,24.2,13.3,18.4,0,5.1
1979/7/20,27.7,16.1,20.9,0,10.7
1979/7/21,27.4,18.1,22.8,0,5
1979/7/22,25.1,20.5,22.3,1,0.5
1979/7/23,22.3,19.9,21.1,71,0
1979/7/24,30.1,20.1,24.4,6,5.6
1979/7/25,27.8,17.7,22.8,14,6.9
1979/7/26,28.3,17.5,21.2,0,6.8
1979/7/27,25.9,21.2,22.8,11,0.1
1979/7/28,24.3,19.5,21.2,52,3.7
1979/7/29,25.3,19.3,21.9,1,1.7
1979/7/30,26.3,22.4,24.3,0,1.2
1979/7/31,28.6,21.4,24.4,0,5.4
1979/8/1,28.1,21.2,24.6,1,1.9
1979/8/2,25.6,18.4,22.9,27,0
1979/8/3,27.1,15.5,21.1,0,9.6
1979/8/4,25.8,16.8,20.7,38,4.8
1979/8/5,26.7,17,21.1,60,2.9
1979/8/6,29.3,16.6,22.2,48,6
1979/8/7,24.2,18.1,21.4,38,0.6
1979/8/8,24.2,17.6,21,0,2.9
1979/8/9,27.5,17.4,22.4,0,7.8
1979/8/10,29.1,18.1,23.9,0,11.2
1979/8/11,30.2,17.7,23.5,0,9.4
1979/8/12,30,21.9,25.1,0,11.2
1979/8/13,31.7,19.3,24.6,0,11.6
1979/8/14,32.7,19.5,25,0,8.2
1979/8/15,31.8,19.6,25.4,0,12
1979/8/16,31.2,20.7,25.4,0,10.9
1979/8/17,30,21.1,25.1,0,9.6
1979/8/18,29.6,21.4,24.8,0,6.2
1979/8/19,29.5,16.5,24,0,11.5
1979/8/20,28.9,16,21.7,0,7.5
1979/8/21,26.1,16.4,21.3,0,4.6
1979/8/22,29.9,18,22.6,2,8.1
1979/8/23,29,16.8,22.5,0,7.4
1979/8/24,26.5,13.4,19.7,0,12
1979/8/25,26.7,10,18.9,0,11.5
1979/8/26,21.6,18.2,19.9,78,0
1979/8/27,30,21.2,24.4,1,4.6
1979/8/28,24.8,13.7,20,0,9.7
1979/8/29,24.6,14.5,18.7,0,9.5
1979/8/30,22.4,13.9,17.9,0,1.4
1979/8/31,27.5,14.9,20.1,0,11.8
1979/9/1,26.5,13,19.3,0,7.9
1979/9/2,21.2,17.1,19.7,3,0.5
1979/9/3,26.1,20.5,22.7,1,3.1
1979/9/4,22.4,16.8,19.8,4,1
1979/9/5,25.2,14,18.9,21,3.8
1979/9/6,24.4,10.5,17.7,0,8.3
1979/9/7,23.2,16.5,19.6,3,0.8
1979/9/8,26.1,12.9,19.4,0,9.6
1979/9/9,24.7,12.5,17.4,0,8.5
1979/9/10,24,11,16.5,6,7.4
1979/9/11,22.2,8.6,15.3,0,7.9
1979/9/12,24.7,8.5,15.9,0,10.8
1979/9/13,24.5,10.7,18.2,0,7.7
1979/9/14,19.2,17.6,18.3,14,0
1979/9/15,22.3,10.8,18.1,4,0.2
1979/9/16,22,7.7,14.3,0,9.1
1979/9/17,19.9,5.1,13.1,0,8.2
1979/9/18,21.9,14.4,17.6,0,5
1979/9/19,24,8.4,17.3,4,8.9
1979/9/20,22.3,5.2,14.6,0,10.2
1979/9/21,25.2,15.3,20.2,0,5.4
1979/9/22,27.9,20.1,22.9,0,6.7
1979/9/23,21.7,7.7,16.3,0,4.7
1979/9/24,18.1,8.6,13.3,0,4.3
1979/9/25,18.8,10.7,14.6,5,4.6
1979/9/26,22.9,13.8,17.1,0,6.6
1979/9/27,21.3,15,17.6,3,1.2
1979/9/28,17.3,10.3,14.1,2,4.6
1979/9/29,18.1,12.7,15.1,11,0.1
1979/9/30,17.3,14.4,16.2,27,0
1979/10/1,23.2,14.1,19.3,41,4.4
1979/10/2,17.7,12.5,14.7,0,7.3
1979/10/3,18.2,13.2,15.6,1,1.6
1979/10/4,18,15.5,16.8,23,0
1979/10/5,20.3,14.5,16.9,0,4.3
1979/10/6,17,11.9,14.5,0,0
1979/10/7,12,10.3,11.1,28,0
1979/10/8,12.9,10.5,12,4,0
1979/10/9,19.6,9.3,13.6,0,7.1
1979/10/10,21.2,9.6,14.2,0,7.5
1979/10/11,21.5,6.3,12.5,3,7.8
1979/10/12,19.3,7.3,12.9,0,9.1
1979/10/13,20.9,6.5,13,0,8.6
1979/10/14,21,8.7,14.1,0,9.3
1979/10/15,20.4,9.2,13.5,0,5.9
1979/10/16,20.2,6.2,12.6,0,8.6
1979/10/17,20.5,5.1,12.9,0,7.5
1979/10/18,17.8,13.4,15.9,0,0.6
1979/10/19,20.6,14.3,16.4,73,0
1979/10/20,18.8,12.8,15.1,0,6.1
1979/10/21,17.6,8.9,12.7,2,5.8
1979/10/22,12.7,4.4,9.3,0,2.1
1979/10/23,17.4,0.8,8.4,0,8.5
1979/10/24,18.3,5.8,11.2,0,8.1
1979/10/25,20.4,10.7,13.8,8,2.7
1979/10/26,16.1,9.4,12.1,3,1.2
1979/10/27,19.9,9.6,14.9,1,7.5
1979/10/28,20.1,8.9,13.8,0,8.3
1979/10/29,18.8,7.6,12.9,0,5.8
1979/10/30,8.4,3.9,6.5,0,0
1979/10/31,11.7,4.5,7.5,0,5.3
1979/11/1,13.3,4.5,7.9,0,7.4
1979/11/2,20.1,4.4,9.3,4,1.1
1979/11/3,13.2,0.4,6,0,9.2
1979/11/4,15.3,-0.3,8.5,0,6.3
1979/11/5,16.8,11.4,14.1,11,1
1979/11/6,14.8,4.9,9.5,1,6.1
1979/11/7,8.8,2.7,5.7,0,5.2
1979/11/8,13,-0.4,6.8,0,4.8
1979/11/9,12.9,-3.1,5.3,0,8.9
1979/11/10,15.4,3.1,11,1,1.8
1979/11/11,18.1,12.2,14.4,1,1.9
1979/11/12,12.4,3.7,8.5,1,3.3
1979/11/13,5.3,-1.2,2.6,7,0
1979/11/14,1,-2.8,-0.7,0,2.2
1979/11/15,5,-0.4,2.6,2,0.1
1979/11/16,12,2.8,7.1,0,3.3
1979/11/17,9.1,-0.2,4.4,0,5.1
1979/11/18,3.4,0.1,1.5,29,0
1979/11/19,6.9,-0.5,4,5,1.7
1979/11/20,7.4,-3.7,1.2,0,6
1979/11/21,9.4,-5.3,2.1,0,9
1979/11/22,12.1,4.4,7.2,31,0
1979/11/23,12.2,0.3,6.1,21,0
1979/11/24,7.3,-3.3,0.6,0,
1979/11/25,9,-3.9,2.9,1,
1979/11/26,10.1,5,7.1,5,
1979/11/27,11.4,-0.8,5.9,5,
1979/11/28,9.8,-1.5,4.4,3,0
1979/11/29,11.8,6.9,9.6,19,
1979/11/30,7.1,1,4.8,1,0.2
1979/12/1,9,1.9,4.7,0,3.1
1979/12/2,3.1,-0.6,1.5,0,1.4
1979/12/3,7.2,-3.1,3.1,0,5
1979/12/4,5.5,-5.1,0,0,6.7
1979/12/5,7.8,-0.1,3.7,7,0.5
1979/12/6,11,2.2,5.7,0,2.3
1979/12/7,11.5,0,4.4,0,5.7
1979/12/8,7.3,1.2,4.4,1,4
1979/12/9,7.1,-1.8,3.1,1,5.3
1979/12/10,2.1,-4.7,-0.5,6,3.3
1979/12/11,4.2,-6.5,-0.8,0,7.5
1979/12/12,3.8,-4.2,-0.1,0,3.2
1979/12/13,1.2,-5.2,-1.9,0,0.4
1979/12/14,5.3,-4.6,-0.5,0,6.7
1979/12/15,2.1,-5.6,-0.8,2,0.1
1979/12/16,2.9,-4,-0.2,1,3.4
1979/12/17,5.3,-4.6,0.9,0,6.8
1979/12/18,7.2,-6.6,-1.3,0,7.3
1979/12/19,8.8,-5.9,1.2,0,8.3
1979/12/20,12.6,4.9,9.4,19,0.5
1979/12/21,10,1.6,6.3,9,0.9
1979/12/22,5.5,0.7,2.3,3,2.3
1979/12/23,2.2,-2.7,0.3,0,2
1979/12/24,0.8,-4.1,-1.8,0,7.8
1979/12/25,1.4,-4,-1,5,1.1
1979/12/26,0.6,-3.7,-1.3,2,2.4
1979/12/27,4.2,-1.7,0.6,5,0.3
1979/12/28,2.2,-2.6,0.1,0,5
1979/12/29,6,-1.6,0.9,0,6.6
1979/12/30,6.2,-1.6,1.1,0,3.1
1979/12/31,2.7,-3.1,0.7,12,0
1980/1/1,0.1,-4.6,-2.6,0,7.9
1980/1/2,3.6,-6.1,-0.9,0,7.8
1980/1/3,3.8,-0.1,1.7,1,0
1980/1/4,5.5,-0.4,3.2,11,0
1980/1/5,-1,-4.1,-2.6,0,5.9
1980/1/6,-1.9,-5.5,-3.5,15,0
1980/1/7,0.7,-8.8,-3.6,13,1.9
1980/1/8,-5.1,-16.8,-10,0,3
1980/1/9,-1.4,-12.1,-7,0,8.3
1980/1/10,-0.1,-5.9,-2.1,1,0
1980/1/11,-2.2,-8.2,-5.5,0,5.5
1980/1/12,-1.9,-10.6,-5,4,7.8
1980/1/13,0.8,-3.6,-1.5,4,1.6
1980/1/14,0,-8.8,-4.5,0,6.4
1980/1/15,-2.7,-11.5,-6.6,0,3.9
1980/1/16,-3.3,-8,-5.1,0,3.2
1980/1/17,-3.7,-8.9,-6,0,0.1
1980/1/18,2.3,-9.9,-4.1,0,8.1
1980/1/19,2.7,-8.7,-2.4,1,5.1
1980/1/20,0.5,-6.5,-1.6,11,0.6
1980/1/21,-2.5,-10.8,-5.8,0,7.4
1980/1/22,-1.1,-12.6,-7.3,1,6.8
1980/1/23,0.6,-7.8,-3.6,1,6.3
1980/1/24,-2.3,-6.9,-4.1,1,5
1980/1/25,-1.5,-8.9,-5.2,0,7
1980/1/26,0.3,-11.1,-3.7,0,8.6
1980/1/27,3.5,-13.8,-4.4,0,6.1
1980/1/28,4.4,-0.9,1.7,0,0
1980/1/29,2.4,-0.3,0.8,1,0.5
