年月日,最高気温(℃),最低気温(℃),平均気温(℃),降水量の合計(mm),日照時間(時間)
1981/8/15,28.5,18.9,22.7,0,9.6
1981/8/16,27.2,16.5,21.3,0,7.9
1981/8/17,24.4,18.2,20.5,0,3.9
1981/8/18,22.8,17.1,19.8,0,3.8
1981/8/19,27.9,15.5,21.4,13,7.2
1981/8/20,26.6,13.7,20.3,0,9.6
1981/8/21,20.1,18.6,19,23,0
1981/8/22,23,17.5,19.2,41,0
1981/8/23,23.3,17.5,20.2,63,0.5
1981/8/24,26.3,15.3,20.7,0,9.5
1981/8/25,27.4,11.9,19.9,0,10.6
1981/8/26,28.5,18,22.4,1,2.6
1981/8/27,22.6,18.2,19.5,13,0
1981/8/28,27.3,16.4,20.6,0,9.3
1981/8/29,26.3,13.6,20.4,1,6.4
1981/8/30,22.9,19.6,21.2,25,0
1981/8/31,22.4,19.1,20.4,5,0.1
1981/9/1,23.3,17.3,20,0,0.9
1981/9/2,18.7,15.3,16.9,11,0
1981/9/3,17.8,15.1,16.4,18,0
1981/9/4,23,16.7,18.9,31,1.8
1981/9/5,22.9,10.7,17.1,0,8.8
1981/9/6,22.7,10,15.4,0,9.2
1981/9/7,23.7,8.1,15.3,0,10.1
1981/9/8,22.7,8,15.4,0,8.7
1981/9/9,17.5,12.8,15.9,4,0
1981/9/10,20.9,9,16.2,0,7.3
1981/9/11,22.1,5.5,13.5,0,10.7
1981/9/12,19.2,10.3,14.7,0,0.8
1981/9/13,19.2,10.5,15.2,7,3.3
1981/9/14,20.3,7.6,13.6,0,5.6
1981/9/15,21,7,13.8,0,8.5
1981/9/16,22.5,5.5,13.4,0,9.1
1981/9/17,22.5,8.4,14.2,0,10.1
1981/9/18,22.9,7.8,14.6,0,9.4
1981/9/19,20.1,9.1,14.6,0,2.4
1981/9/20,25,12.8,17.9,0,10.4
1981/9/21,23.1,10,15.7,0,8.2
1981/9/22,23.6,10.1,16.2,0,8.4
1981/9/23,24.6,12.5,16.8,0,4.7
1981/9/24,21.7,11,16.9,0,6.8
1981/9/25,18.9,16.5,17.5,12,0
1981/9/26,19.8,16.2,17.5,16,0
1981/9/27,19,15,17.3,15,1.1
1981/9/28,20.6,6.6,14,0,5.9
1981/9/29,16.7,5.6,11.4,0,9.3
1981/9/30,17.3,3.8,10,0,7.4
1981/10/1,13.7,7.3,11.3,1,0
1981/10/2,18,8.4,13.7,2,2.6
1981/10/3,16.1,7.9,11.4,3,8.9
1981/10/4,19.4,5.3,11.8,0,9.3
1981/10/5,14.3,9.4,11.7,7,0.6
1981/10/6,20.1,6.9,14.5,0,10.4
1981/10/7,20.7,4.3,10.9,0,10.3
1981/10/8,18,6.1,12.8,5,7
1981/10/9,19.4,11.1,15.5,15,1
1981/10/10,16.1,10.1,11.9,3,3.3
1981/10/11,17.4,6.1,12,0,4.6
1981/10/12,18.1,5.2,10.8,0,4.4
1981/10/13,18,1.9,11,0,8.4
1981/10/14,16.2,6.5,12.5,3,2
1981/10/15,15.2,5.3,10.3,4,8
1981/10/16,15.9,8,11.1,1,4.8
1981/10/17,17.6,4.2,10.8,0,7.5
1981/10/18,14.7,1.8,9.5,3,3.6
1981/10/19,17.2,9.4,13.1,6,6.5
1981/10/20,15.2,2.4,9.9,0,5.5
1981/10/21,15,-0.5,8.3,0,9.3
1981/10/22,16.3,11.4,14.4,22,0.5
1981/10/23,16.2,3.3,8.5,28,3
1981/10/24,7.3,3.1,5.5,12,0.6
1981/10/25,8.7,4.4,6.5,5,0.5
1981/10/26,11.7,0.1,6.2,0,4.8
1981/10/27,14.4,-1.5,5.6,0,8.5
1981/10/28,12.9,-0.5,6.9,0,4.5
1981/10/29,12.2,5.7,10,0,0
1981/10/30,15.4,0.8,7.6,0,6.8
1981/10/31,15.9,0.5,8.7,0,8.5
1981/11/1,12.6,1.5,8.2,1,7.8
1981/11/2,6.7,-1.8,3.1,22,0
1981/11/3,14.3,4.9,9.1,6,2.5
1981/11/4,11.9,4.7,7.8,2,4.6
1981/11/5,8.6,-0.2,4.6,0,3.3
1981/11/6,8.1,-0.9,2.8,0,7.9
1981/11/7,4.2,-0.2,1.3,1,1.8
1981/11/8,1.3,-3.4,-1.5,1,6.8
1981/11/9,5,-7,-0.9,0,6.9
1981/11/10,6.8,-6.1,0.7,1,7.9
1981/11/11,4.4,1.1,2.3,5,0.7
1981/11/12,7.7,0,3.4,0,7.7
1981/11/13,9.9,0.1,4.8,9,4.9
1981/11/14,7.8,-3.2,1.7,0,8.9
1981/11/15,6,-3.8,2.2,16,0.5
1981/11/16,7.8,-0.8,4.3,6,3
1981/11/17,4.4,-4.2,0.7,0,5.5
1981/11/18,6.2,-1.2,2.6,0,2.1
1981/11/19,6.5,-1.9,3.3,3,4.9
1981/11/20,9.9,5.6,7.6,2,0.5
1981/11/21,5.8,0,3.3,1,1.8
1981/11/22,3.6,-0.4,1.6,0,5.3
1981/11/23,3.2,-4.3,0.1,4,0.1
1981/11/24,4.4,-1.6,0.8,2,5.3
1981/11/25,3.2,-4.2,-1.2,1,5.6
1981/11/26,3.5,-4.6,-0.4,0,0.1
1981/11/27,6,-1.4,1.6,0,2.2
1981/11/28,0.2,-4.2,-1.7,0,6.9
1981/11/29,0.2,-4.3,-2.1,0,2.5
1981/11/30,1.8,-4,-1,0,7.7
1981/12/1,-1.5,-3.9,-2.5,9,0
1981/12/2,0.2,-4.3,-1.8,9,1.3
1981/12/3,1.9,-8.8,-3.6,0,4.5
1981/12/4,1.8,-10,-2.2,3,0
1981/12/5,2.7,-0.7,1.5,7,0
1981/12/6,3.5,-5.3,-0.5,0,4.5
1981/12/7,1.1,-9,-3.2,4,0
1981/12/8,1.9,-2.4,-0.5,0,2.9
1981/12/9,2.5,-1.9,-0.1,4,4.1
1981/12/10,2.7,-5.1,-0.9,0,4.2
1981/12/11,3,-9.7,-2.9,0,4.9
1981/12/12,5.7,-1.8,2,0,1.2
1981/12/13,0.8,-4.3,-1.6,0,2.8
1981/12/14,-2.4,-6.5,-4.1,0,6.5
1981/12/15,1.4,-5,-1.7,1,5.4
1981/12/16,4.7,-9.9,-3.3,0,7
1981/12/17,2.9,-6.1,-0.8,0,2.5
1981/12/18,3,0.8,1.8,0,4.1
1981/12/19,4.7,0.3,2,3,5.1
1981/12/20,3.7,0.6,1.4,3,2.1
1981/12/21,5.2,-0.8,2.6,0,3.7
1981/12/22,3.6,-5.1,1.1,5,0
1981/12/23,4.8,3.2,3.8,13,0.1
1981/12/24,1.7,-4.8,-2.3,0,6.6
1981/12/25,0.8,-5.6,-1.8,0,7.4
1981/12/26,8.7,-1.5,2.9,0,6.5
1981/12/27,6.9,1.8,4.2,2,1.7
1981/12/28,8.5,-1.7,2.6,0,7.9
1981/12/29,9.7,-0.5,5.4,6,2
1981/12/30,3.8,-3,1.3,0,5.8
1981/12/31,0.6,-3.4,-1.4,1,0
1982/1/1,2.4,-2.3,-0.4,2,0.9
